,utterance,prompt,bigscience/T0pp
850,I Need To Know How To Transfer Money Into My Bank Account. Please Help,Considering this utterance: I Need To Know How To Transfer Money Into My Bank Account. Please Help What is the intent that best describes it?,Ask a question about money and banking.
851,I Would Like To Transfer Some Money From My Other Bank Account Into This One.,Considering this utterance: I Would Like To Transfer Some Money From My Other Bank Account Into This One. What is the intent that best describes it?,move money out of the bank account the speaker uses the money in
852,"When I Want To Transfer Money To My Account, How Can I Do That?","Considering this utterance: When I Want To Transfer Money To My Account, How Can I Do That? What is the intent that best describes it?",Ask for help with a money-related problem
853,I Need To Transfer Funds Into My Account. How Can I Do This?,Considering this utterance: I Need To Transfer Funds Into My Account. How Can I Do This? What is the intent that best describes it?,Business or Financial Transactions: Paying or Getting Payees
854,What Are The Steps I Follow To Transfer Money Into My Account?,Considering this utterance: What Are The Steps I Follow To Transfer Money Into My Account? What is the intent that best describes it?,describe what needs to be done to transfer money
855,How Can I Transfer Funds From My Bank To My Top Up Account?,Considering this utterance: How Can I Transfer Funds From My Bank To My Top Up Account? What is the intent that best describes it?,Describe a process or procedure.?
856,I Want To Top My Account By Using A Bank Transfer. How Would That Work?,Considering this utterance: I Want To Top My Account By Using A Bank Transfer. How Would That Work? What is the intent that best describes it?,help the OP with topping up an account
857,How To I Transfer My Funds Into My Account?,Considering this utterance: How To I Transfer My Funds Into My Account? What is the intent that best describes it?,ask for help.'<unk> u
858,How Do I Top Up My Card?,Considering this utterance: How Do I Top Up My Card? What is the intent that best describes it?,get the card topped up for you and pay for your groceries
859,How Can I Transfer Money From An Outside Bank?,Considering this utterance: How Can I Transfer Money From An Outside Bank? What is the intent that best describes it?,transfer money outside bank to another bank account outside
860,How Can I Fund My Top-Up Account Using My Bank Account?,Considering this utterance: How Can I Fund My Top-Up Account Using My Bank Account? What is the intent that best describes it?,Finance and Business Operations Management. [online]
861,What Methods Can I Use To Add Money To My Account?,Considering this utterance: What Methods Can I Use To Add Money To My Account? What is the intent that best describes it?,give instructions about how to add money to someone
862,"I Would Like To Use The Bank Transfer Feature, But I Can'T Find It. Can You Please Give Me The Details?","Considering this utterance: I Would Like To Use The Bank Transfer Feature, But I Can'T Find It. Can You Please Give Me The Details? What is the intent that best describes it?",a person asking for help or advice from the speaker
863,How Can I Perform A Dual Money Transferring From One Account To Another?,Considering this utterance: How Can I Perform A Dual Money Transferring From One Account To Another? What is the intent that best describes it?,a transaction between individuals or financial institutions using telegraph lines
864,Can You Explain How To Transfer Money Into My  Account For Me?,Considering this utterance: Can You Explain How To Transfer Money Into My  Account For Me? What is the intent that best describes it?,Explain a process in detail. The speaker wants the other person to help them.
865,"I Need To Bank Account Transfer From Another Account Into This One, What Is The Easiest Way That Can Be Done, And What Information Do I Need?","Considering this utterance: I Need To Bank Account Transfer From Another Account Into This One, What Is The Easiest Way That Can Be Done, And What Information Do I Need? What is the intent that best describes it?",Requesting information from the recipient's bank about money transfer
866,How Do I Transfer Money To My Account?,Considering this utterance: How Do I Transfer Money To My Account? What is the intent that best describes it?,ask a question about how to transfer money
867,How Do I Send My Account Money Through Transfer?,Considering this utterance: How Do I Send My Account Money Through Transfer? What is the intent that best describes it?,do something to an account with the intention of receiving money somewhere
868,How Do I Do An International Transfer?,Considering this utterance: How Do I Do An International Transfer? What is the intent that best describes it?,Business finance and banking questions. How do I do an international transfer?
869,Are There Ways To Transfer Money Into My Account?,Considering this utterance: Are There Ways To Transfer Money Into My Account? What is the intent that best describes it?,Businessman asks for money transfer options to his bank account
870,I Want To Transfer From Accounts In Order To Top Up. What Are The Steps Necessary.,Considering this utterance: I Want To Transfer From Accounts In Order To Top Up. What Are The Steps Necessary. What is the intent that best describes it?,to ask questions about money transfers..for students
871,How Does A Transfer Work?,Considering this utterance: How Does A Transfer Work? What is the intent that best describes it?,Instructional design..as an instructional method
872,"I Would Like Use The Bank Transfer, But I Don'T Understand The Process, Can You Please Explain, Topping Up?","Considering this utterance: I Would Like Use The Bank Transfer, But I Don'T Understand The Process, Can You Please Explain, Topping Up? What is the intent that best describes it?",to explain what top up is and how you can do it
873,I Want To Use Bank Transfer For Topping Up My Account. How Is It Handled?,Considering this utterance: I Want To Use Bank Transfer For Topping Up My Account. How Is It Handled? What is the intent that best describes it?,expresses curiosity about bank transfer system.
874,I Checked My Account Today And It Said I Was Out Of Money. How Do I Transfer Money Into My Account?,Considering this utterance: I Checked My Account Today And It Said I Was Out Of Money. How Do I Transfer Money Into My Account? What is the intent that best describes it?,ask for help or advice on how to pay back a friend
875,How Can I Transfer Money To My Account?,Considering this utterance: How Can I Transfer Money To My Account? What is the intent that best describes it?,"ask questions, transfer cash between accounts, etc."
876,Is It Possible To Give A Second Card For This Account To My Daughter?,Considering this utterance: Is It Possible To Give A Second Card For This Account To My Daughter? What is the intent that best describes it?,Requesting permission to do something for their daughter
877,My Daughter Needs A Card. Can I Give Her One Of Mine That'S Linked To My Account?,Considering this utterance: My Daughter Needs A Card. Can I Give Her One Of Mine That'S Linked To My Account? What is the intent that best describes it?,describe an act of generosity towards his daughter.
878,"My Child Needs A Card, How Can I Add Them To The Account I Currently Have?","Considering this utterance: My Child Needs A Card, How Can I Add Them To The Account I Currently Have? What is the intent that best describes it?",add the child to your account online through any computer device
879,"My Daughter Needs A Card, How Do I Add Her?","Considering this utterance: My Daughter Needs A Card, How Do I Add Her? What is the intent that best describes it?",Request for someone to send a card for an anniversary or birthday
880,Can I Top Up By Cheque?,Considering this utterance: Can I Top Up By Cheque? What is the intent that best describes it?,ask someone a question by giving details about what they need
881,How Do I Top-Up Using Cash?,Considering this utterance: How Do I Top-Up Using Cash? What is the intent that best describes it?,ask them questions about the othe service
882,Can I Top Up With A Cheque?,Considering this utterance: Can I Top Up With A Cheque? What is the intent that best describes it?,add more money to an account in person or by mail.
883,Is It Possible To Top Up With Cash? If So How Do I Do It?,Considering this utterance: Is It Possible To Top Up With Cash? If So How Do I Do It? What is the intent that best describes it?,do my best to find out what a person wants
884,Can You Help Me Find Top Up By Cash Deposit?,Considering this utterance: Can You Help Me Find Top Up By Cash Deposit? What is the intent that best describes it?,Help someone else. (non-profit)
885,Is There An Option To Top Up A With Cheque?,Considering this utterance: Is There An Option To Top Up A With Cheque? What is the intent that best describes it?,check payment options for banks in nigeria
886,Need To Deposit A Cheque Into My Account,Considering this utterance: Need To Deposit A Cheque Into My Account What is the intent that best describes it?,Needs an electronic transfer of funds to the bank.
887,I'M Looking For The Cash Deposit Top Up Option But Can'T Find It. Can You Help Me?,Considering this utterance: I'M Looking For The Cash Deposit Top Up Option But Can'T Find It. Can You Help Me? What is the intent that best describes it?,find out more information about something I couldn't find
888,How Do I Top Up My Account With A Cash Payment?,Considering this utterance: How Do I Top Up My Account With A Cash Payment? What is the intent that best describes it?,ask for money in an orderly way on the net
889,I'D Like To Use Cash To Top Up. How Do I Find That Option?,Considering this utterance: I'D Like To Use Cash To Top Up. How Do I Find That Option? What is the intent that best describes it?,Useful information about reloading cash
890,Where Do I Locate Topping Up With Cash.,Considering this utterance: Where Do I Locate Topping Up With Cash. What is the intent that best describes it?,describe the location you want your top-up to be placed
891,How Do I Pay By Check?,Considering this utterance: How Do I Pay By Check? What is the intent that best describes it?,"ask a question to describe the process, not to get advice on payment"
892,Can I Add To My Account Balance With A Cheque?,Considering this utterance: Can I Add To My Account Balance With A Cheque? What is the intent that best describes it?,Adding more money to a balance that already exists
893,What Type Of Deposits Do You Accept Into My Account?,Considering this utterance: What Type Of Deposits Do You Accept Into My Account? What is the intent that best describes it?,inquire about the types of deposits accepted at an
894,Can I Top Up Using A Cheque?,Considering this utterance: Can I Top Up Using A Cheque? What is the intent that best describes it?,ask someone if he can top up his account
895,Can You Top-Up A Card With A Cheque?,Considering this utterance: Can You Top-Up A Card With A Cheque? What is the intent that best describes it?,describe the rules in the midst of confusion
896,"I Need To Top Up Cash, How Do I Do It?","Considering this utterance: I Need To Top Up Cash, How Do I Do It? What is the intent that best describes it?",Requesting a new withdrawal of cash from an ATM
897,I'M Looking For The Option To Top Up By Cheque.,Considering this utterance: I'M Looking For The Option To Top Up By Cheque. What is the intent that best describes it?,find out how to add funds to account by cheque
898,What Locations Can I Top Up With Cash?,Considering this utterance: What Locations Can I Top Up With Cash? What is the intent that best describes it?,Request for information from the teller in a location
899,"I Want To Top Up Using Cash, Where Can I Do That?","Considering this utterance: I Want To Top Up Using Cash, Where Can I Do That? What is the intent that best describes it?",find an ATM nearby to top-up my card
900,Is There A Way To Do Top Up With Cash Deposit,Considering this utterance: Is There A Way To Do Top Up With Cash Deposit What is the intent that best describes it?,inquire about the best way to top up your account
901,Where Are The Options To Top Up With A Cheque On My Account?,Considering this utterance: Where Are The Options To Top Up With A Cheque On My Account? What is the intent that best describes it?,be used as an icebreaker with someone
902,Can I Use Cash To Top Up My Account?,Considering this utterance: Can I Use Cash To Top Up My Account? What is the intent that best describes it?,adds to your bank balance or purchases with credit
903,How Can I Top Up With Cash?,Considering this utterance: How Can I Top Up With Cash? What is the intent that best describes it?,express interest in buying more of something that's running out
904,Will You Accept A Cheque To Top Up My Account?,Considering this utterance: Will You Accept A Cheque To Top Up My Account? What is the intent that best describes it?,Accepts cheques for payment of services rendered
905,How Can I Top Up With This Cheque I Got?,Considering this utterance: How Can I Top Up With This Cheque I Got? What is the intent that best describes it?,purchase more goods with the cheque received from your boss
906,What Methods Can I Use To Top Up My Account?,Considering this utterance: What Methods Can I Use To Top Up My Account? What is the intent that best describes it?,Pay to use a device or service.
907,Is Cash Good To Top Up With?,Considering this utterance: Is Cash Good To Top Up With? What is the intent that best describes it?,describe something in a positive manner and not negative
908,How Come I Can'T Find Anywhere To Load Using Cash,Considering this utterance: How Come I Can'T Find Anywhere To Load Using Cash What is the intent that best describes it?,bemused by how hard it is to use
909,What Can I Pay With? Does Cash Work?,Considering this utterance: What Can I Pay With? Does Cash Work? What is the intent that best describes it?,Works in the bank system.. and the person is using a debit card
910,How Do I Deposit Cash Into My Account?,Considering this utterance: How Do I Deposit Cash Into My Account? What is the intent that best describes it?,find out how to deposit money into my bank account
911,Why Can'T I Top Up With A Cheque?,Considering this utterance: Why Can'T I Top Up With A Cheque? What is the intent that best describes it?,express a negative opinion of someones actions
912,Can I Send A Cheque To Do My Top Ups?,Considering this utterance: Can I Send A Cheque To Do My Top Ups? What is the intent that best describes it?,give someone an amount in cash that you want them to do something with
913,Can I Top Up My Account With A Cheque?,Considering this utterance: Can I Top Up My Account With A Cheque? What is the intent that best describes it?,give an answer quickly and easily to the customer
914,I Want To Do A Cash Top-Up,Considering this utterance: I Want To Do A Cash Top-Up What is the intent that best describes it?,Do a banking transaction without getting pinned down to any specific amount.
915,"I Have A Cheque Here, Can I Use It To Top Off My Account?","Considering this utterance: I Have A Cheque Here, Can I Use It To Top Off My Account? What is the intent that best describes it?",Cash a cheque and deposit it in your account.
916,I Need A Physical Card.,Considering this utterance: I Need A Physical Card. What is the intent that best describes it?,want to pay with a card instead of electronic
917,What Are The Fees For A Physical Card?,Considering this utterance: What Are The Fees For A Physical Card? What is the intent that best describes it?,Request for information about fees for a physical card
918,How Do I Get An Actual Card?,Considering this utterance: How Do I Get An Actual Card? What is the intent that best describes it?,goofy and funnest card youve ever seen
919,Can I Get A Real Card?,Considering this utterance: Can I Get A Real Card? What is the intent that best describes it?,"tell them about it, so they can call you with a request"
920,Why Is My Disposable Virtual Card Being Denied?,Considering this utterance: Why Is My Disposable Virtual Card Being Denied? What is the intent that best describes it?,ask you for your bank account details for security reasons
921,My Disposable Virtual Card Doesn'T Seem To Work,Considering this utterance: My Disposable Virtual Card Doesn'T Seem To Work What is the intent that best describes it?,Disposable Cards Are Bad for The Environment
922,My Disposable Virtual Card Is Broken.,Considering this utterance: My Disposable Virtual Card Is Broken. What is the intent that best describes it?,express sarcasm or irony
923,My Non-Physical Card Will Not Work,Considering this utterance: My Non-Physical Card Will Not Work What is the intent that best describes it?,Describes the card's physical characteristics
924,Why Did The Disposable Virtual Card Which I Used To Pay A Gym Subscription Get Denied?,Considering this utterance: Why Did The Disposable Virtual Card Which I Used To Pay A Gym Subscription Get Denied? What is the intent that best describes it?,Reasonableness of action based on knowledge.
925,Why Is My Virtual Card Is Being Declined?,Considering this utterance: Why Is My Virtual Card Is Being Declined? What is the intent that best describes it?,Answer not in context Wikipedia's English-language encyclopedia
926,Are There Restrictions For My Disposable Card Since It Does Not Seem To Be Working?,Considering this utterance: Are There Restrictions For My Disposable Card Since It Does Not Seem To Be Working? What is the intent that best describes it?,Answer not in context Yes I can still use it.
927,I Cannot Get My Virtual Card To Work.,Considering this utterance: I Cannot Get My Virtual Card To Work. What is the intent that best describes it?,Complaining about the bank's poor services
928,I Was At The Store Earlier And My Virtual Card Didn'T Work. What'S The Solution For This Problem?,Considering this utterance: I Was At The Store Earlier And My Virtual Card Didn'T Work. What'S The Solution For This Problem? What is the intent that best describes it?,Problems of cashless society are very serious
929,My Disposable Virtual Card Will Not Work,Considering this utterance: My Disposable Virtual Card Will Not Work What is the intent that best describes it?,No Longer Available for Use as a Prepaid Card
930,I Cannot Use My Disposable Virtual Card.,Considering this utterance: I Cannot Use My Disposable Virtual Card. What is the intent that best describes it?,use in online gambling. I cannot use my disposable virtual card in any online casinos.
931,Can I Make Multiple Online Transactions With My Virtual Card?,Considering this utterance: Can I Make Multiple Online Transactions With My Virtual Card? What is the intent that best describes it?,a question about if there are limits to the virtual card.
932,Why Was My Virtual Card Declined When Attempting To Setup Automatic Billing?,Considering this utterance: Why Was My Virtual Card Declined When Attempting To Setup Automatic Billing? What is the intent that best describes it?,Setup is not allowed. You need a valid credit card
933,Why Doesn'T My Disposable Virtual Card Work?,Considering this utterance: Why Doesn'T My Disposable Virtual Card Work? What is the intent that best describes it?,Reasonable indignation and frustration at the error
934,Why Can'T I Use My Virtual Card For Subscription Services?,Considering this utterance: Why Can'T I Use My Virtual Card For Subscription Services? What is the intent that best describes it?,prank someone with a virtual card
935,Why Isn'T My Virtual Card Working?,Considering this utterance: Why Isn'T My Virtual Card Working? What is the intent that best describes it?,reason for not being able to use it
936,I Cannot Make Transactions With My Virtual Card.,Considering this utterance: I Cannot Make Transactions With My Virtual Card. What is the intent that best describes it?,make a purchase with one's virtual credit card online
937,"For Some Reason, The Virtual Card Won'T Work For Me.","Considering this utterance: For Some Reason, The Virtual Card Won'T Work For Me. What is the intent that best describes it?",express frustration and displeasure with poor service
938,My Disposable Virtual Card Has Been Rejected By The Merchant Earlier Today. What Should I Do?,Considering this utterance: My Disposable Virtual Card Has Been Rejected By The Merchant Earlier Today. What Should I Do? What is the intent that best describes it?,fix my debit card now! :)
939,How Can I Fix A Problem Where My Virtual Card Is Rejected?,Considering this utterance: How Can I Fix A Problem Where My Virtual Card Is Rejected? What is the intent that best describes it?,How Can I Fix A Problem Where My Virtual Card Is Rejected?
940,My Virtual Card Isn'T Working. What Do I Do?,Considering this utterance: My Virtual Card Isn'T Working. What Do I Do? What is the intent that best describes it?,Describe an issue with a prepaid card
941,What Do I Do If My Virtual Card Won'T Work.,Considering this utterance: What Do I Do If My Virtual Card Won'T Work. What is the intent that best describes it?,"None of the above choices. ""Won't work"" means it is not usable or won' t accept a credit card."
942,Is There A Trick To Get The Disposable Virtual Card To Work?,Considering this utterance: Is There A Trick To Get The Disposable Virtual Card To Work? What is the intent that best describes it?,get it to work right or not to cheat
943,Why Can'T I Get My Virtual Card To Work?,Considering this utterance: Why Can'T I Get My Virtual Card To Work? What is the intent that best describes it?,work on virtual card software on PC..
944,My Card Is Just Not Working At This Time.,Considering this utterance: My Card Is Just Not Working At This Time. What is the intent that best describes it?,Useful information needed to buy stuff.<unk>
945,My Disposable Card Seems Not To Be Working Am I Doing Something Wrong?,Considering this utterance: My Disposable Card Seems Not To Be Working Am I Doing Something Wrong? What is the intent that best describes it?,ask me to check it out. / ask how it's supposed to work
946,My Payments From My Virtual Card Keep Getting Rejected.,Considering this utterance: My Payments From My Virtual Card Keep Getting Rejected. What is the intent that best describes it?,Problem-based learning ( PBL )
947,My Disposable Virtual Card Is Not Working When I Try To Use It At A Point Of Sale Transaction. What Do I Do Now?,Considering this utterance: My Disposable Virtual Card Is Not Working When I Try To Use It At A Point Of Sale Transaction. What Do I Do Now? What is the intent that best describes it?,Troubleshoot a payment card error
948,My Transaction Was Just Declined When I Was Using My Disposable Virtual Card. What Can I Do?,Considering this utterance: My Transaction Was Just Declined When I Was Using My Disposable Virtual Card. What Can I Do? What is the intent that best describes it?,help someone who has a similar situation to themselves
949,My Disposable Virtual Card Is Not Working,Considering this utterance: My Disposable Virtual Card Is Not Working What is the intent that best describes it?,a pity for the poor people
950,How Do I Get My Disposable Virtual Card To Work?,Considering this utterance: How Do I Get My Disposable Virtual Card To Work? What is the intent that best describes it?,"Asking for advice or help and wanting someone, someone to answer your question"
951,How Come My Disposable Virtual Card Used To Pay For A Gym Subscription Got Rejected?,Considering this utterance: How Come My Disposable Virtual Card Used To Pay For A Gym Subscription Got Rejected? What is the intent that best describes it?,express bewilderedness at the rejection of the transaction
952,Payments From My Disposable Virtual Card Don'T Work,Considering this utterance: Payments From My Disposable Virtual Card Don'T Work What is the intent that best describes it?,Refuse payment due to error and try again
953,"My Disposable Virtual Card Was Rejected By The Merchant, Please Help?","Considering this utterance: My Disposable Virtual Card Was Rejected By The Merchant, Please Help? What is the intent that best describes it?",help me out..my debit card was rejected at the merchant
954,My Virtual Card Won'T Work.,Considering this utterance: My Virtual Card Won'T Work. What is the intent that best describes it?,Rejected and thrown away by the bank
955,Tell Me Why My Virtual Disposable Card Won'T Work.,Considering this utterance: Tell Me Why My Virtual Disposable Card Won'T Work. What is the intent that best describes it?,Ask a question about something unrelated and get the answer
956,How Do You Determine Your Exchange Rates Because One Of Yours Was Off When I Got Cash,Considering this utterance: How Do You Determine Your Exchange Rates Because One Of Yours Was Off When I Got Cash What is the intent that best describes it?,ask you to explain it to me again or help me out
957,I Used The Atm Machine To Get Money Out For Holiday Shopping And Saw The Outrageous Charges. Why Is That? I Would Not Have Used The Atm If I Had Known!,Considering this utterance: I Used The Atm Machine To Get Money Out For Holiday Shopping And Saw The Outrageous Charges. Why Is That? I Would Not Have Used The Atm If I Had Known! What is the intent that best describes it?,Bewildered by the charges on the atm
958,The Cash Withdrawal Exchange Rate Is Not Correct.,Considering this utterance: The Cash Withdrawal Exchange Rate Is Not Correct. What is the intent that best describes it?,Fixing the error quickly and preventing further problems or embarrassment
959,"Is There A Local Atm That Will Provide British Pounds, I Have No Money For My Homeward Journey And Do Not Feel Comfortable Waiting Until  I Arrive In Britain. Will A Withdrawal Involve Extra Charges?","Considering this utterance: Is There A Local Atm That Will Provide British Pounds, I Have No Money For My Homeward Journey And Do Not Feel Comfortable Waiting Until  I Arrive In Britain. Will A Withdrawal Involve Extra Charges? What is the intent that best describes it?",Wanting advice about getting money to return home
960,Can I Get A Description Of How To Use A Disposable Virtual Card,Considering this utterance: Can I Get A Description Of How To Use A Disposable Virtual Card What is the intent that best describes it?,ask for more information on how to use it
961,Can I Create A Disposable Virtual Card?,Considering this utterance: Can I Create A Disposable Virtual Card? What is the intent that best describes it?,asks the question of the speaker in another language
962,What Can You Tell Me About Getting A Virtual Disposable Card?,Considering this utterance: What Can You Tell Me About Getting A Virtual Disposable Card? What is the intent that best describes it?,get some information quickly to help me get started
963,I Would Like To Order A Disposable Virtual Card. How Can I Do This?,Considering this utterance: I Would Like To Order A Disposable Virtual Card. How Can I Do This? What is the intent that best describes it?,want to get a card on line for virtual payment
964,How Do Vr Cards Work,Considering this utterance: How Do Vr Cards Work What is the intent that best describes it?,inquire into the workings of VCR cards
965,What Is A Disposable Virtual Card?,Considering this utterance: What Is A Disposable Virtual Card? What is the intent that best describes it?,provide protection without any charge or fee to the end user.
966,I Would Like A Temporary Virtual Card,Considering this utterance: I Would Like A Temporary Virtual Card What is the intent that best describes it?,give me a temporary card for online gambling
967,How Do The Disposable Cards Work?,Considering this utterance: How Do The Disposable Cards Work? What is the intent that best describes it?,Work as described in the advertisement is required of them
968,How Do I Use A Disposable Virtual Card?,Considering this utterance: How Do I Use A Disposable Virtual Card? What is the intent that best describes it?,learn how to use disposable virtual card on facebook
969,Where'S The Best Place To Get A Disposable Virtual Card?,Considering this utterance: Where'S The Best Place To Get A Disposable Virtual Card? What is the intent that best describes it?,Buy a gift card if needed quickly
970,Can You Explain The Disposable Cards To Me?,Considering this utterance: Can You Explain The Disposable Cards To Me? What is the intent that best describes it?,Explain the card game to me. I don't understand it.
971,"Is There Anyway, I Can Get A Disposable Virtual Card?","Considering this utterance: Is There Anyway, I Can Get A Disposable Virtual Card? What is the intent that best describes it?",inquire about a disposable virtual card.t
972,I Just Purchased A Disposable Virtual Card. Am I Able To Use It For Online Purchases Immediately?,Considering this utterance: I Just Purchased A Disposable Virtual Card. Am I Able To Use It For Online Purchases Immediately? What is the intent that best describes it?,Useful information about virtual cards and purchasing online
973,How Secure Is A Disposable Virtual Card,Considering this utterance: How Secure Is A Disposable Virtual Card What is the intent that best describes it?,Business-related humours.com
974,What Do I Do To Get A Disposable Virtual Card?,Considering this utterance: What Do I Do To Get A Disposable Virtual Card? What is the intent that best describes it?,get your card quickly and easily.. a disposable virtual card
975,I Want To Get A Disposable Virtual Card.,Considering this utterance: I Want To Get A Disposable Virtual Card. What is the intent that best describes it?,express my curiosity and interest in something new and different
976,Can You Explain Disposable Cards?,Considering this utterance: Can You Explain Disposable Cards? What is the intent that best describes it?,a product intended to be used once and tossed away
977,How Do I Get A Virtual Card For One Time Use,Considering this utterance: How Do I Get A Virtual Card For One Time Use What is the intent that best describes it?,purchase card at point of sale terminals for cash
978,May I Get A Disposable Virtual Card As Well?,Considering this utterance: May I Get A Disposable Virtual Card As Well? What is the intent that best describes it?,get a disposable virtual card as well as eat out
979,Can I Get A Single Use Virtual Card,Considering this utterance: Can I Get A Single Use Virtual Card What is the intent that best describes it?,Answer not in context Wikipedia's help:
980,I Would Like To Create A Disposable Virtual Card. How Do I Go About Doing That?,Considering this utterance: I Would Like To Create A Disposable Virtual Card. How Do I Go About Doing That? What is the intent that best describes it?,Create and destroy a virtual card.'
981,"I Have A Disposable Virtual Card Here, So Would You Tell Me What To Do With It?","Considering this utterance: I Have A Disposable Virtual Card Here, So Would You Tell Me What To Do With It? What is the intent that best describes it?",Tell me a joke.<unk> <unk>
982,How Does A Virtual Card Work,Considering this utterance: How Does A Virtual Card Work What is the intent that best describes it?,Answer not in context A virtual currency is virtual money that is not issued with paper currency.
983,What Is The Process Of Obtaining A Disposable Virtual Card,Considering this utterance: What Is The Process Of Obtaining A Disposable Virtual Card What is the intent that best describes it?,Descriptional intent.com describes how to do so here
984,What Does A Disposable Virtual Card Do?,Considering this utterance: What Does A Disposable Virtual Card Do? What is the intent that best describes it?,Pays a fee and has tamper proof security.
985,When Can I Order A Disposable Virtual Card?,Considering this utterance: When Can I Order A Disposable Virtual Card? What is the intent that best describes it?,ask an question about a card online and have an answer provided
986,Is It Possible To Also Get A Disposable Virtual Card?,Considering this utterance: Is It Possible To Also Get A Disposable Virtual Card? What is the intent that best describes it?,Request a quotation for services from XYZ Co
987,How Do I Obtain A Disposable Virtual Card?,Considering this utterance: How Do I Obtain A Disposable Virtual Card? What is the intent that best describes it?,request information on disposable virtual card products and services
988,How Would You Use A Disposable Card?,Considering this utterance: How Would You Use A Disposable Card? What is the intent that best describes it?,pay for a service for the day without needing to think about how to do it
989,"I Need A Disposable Virtual Card, How Do I Get One?","Considering this utterance: I Need A Disposable Virtual Card, How Do I Get One? What is the intent that best describes it?",get a disposable plastic card - google
990,How Do Disposable Cards Work?,Considering this utterance: How Do Disposable Cards Work? What is the intent that best describes it?,"work with cards, and then they're over"
991,Is There A Disposable Virtual Card I Can Order?,Considering this utterance: Is There A Disposable Virtual Card I Can Order? What is the intent that best describes it?,Asking for something specific without knowing the name
992,Where Can I Get A Disposable Virtual Card?,Considering this utterance: Where Can I Get A Disposable Virtual Card? What is the intent that best describes it?,Purchase and use a disposable credit card.
993,Will I Be Able To Get A Disposable Virtual Card As Well?,Considering this utterance: Will I Be Able To Get A Disposable Virtual Card As Well? What is the intent that best describes it?,get a disposable virtual card well as cybrary
994,Hello! I Need To Order A Disposable Virtual Card. Where Can I Do That At?,Considering this utterance: Hello! I Need To Order A Disposable Virtual Card. Where Can I Do That At? What is the intent that best describes it?,Get a card delivered in the mail or online
995,Where Do I Request A Disposable Virtual Card?,Considering this utterance: Where Do I Request A Disposable Virtual Card? What is the intent that best describes it?,best define the meaning of'request'
996,"I Would Like To Exchange Currencies, But Is There An Extra Charge To Do So?","Considering this utterance: I Would Like To Exchange Currencies, But Is There An Extra Charge To Do So? What is the intent that best describes it?",Asking questions about the charges to exchange currencies
997,Does It Cost Anything For Exchanges?,Considering this utterance: Does It Cost Anything For Exchanges? What is the intent that best describes it?,ask questions in general about how much it costs to do certain things on the internet
998,Can I Exchange Money From Abroad Without Additional Costs?,Considering this utterance: Can I Exchange Money From Abroad Without Additional Costs? What is the intent that best describes it?,seek cheapest and safest ways of exchanging money
999,Does It Cost To Exchange Currencies?,Considering this utterance: Does It Cost To Exchange Currencies? What is the intent that best describes it?,"ask a question about money, exchange rates"
1000,Is There A Fee For Using A European Bank Card To Top Up?,Considering this utterance: Is There A Fee For Using A European Bank Card To Top Up? What is the intent that best describes it?,pay for an accout using credit cards
1001,Are There Any Fees For Adding Money With An International Card?,Considering this utterance: Are There Any Fees For Adding Money With An International Card? What is the intent that best describes it?,be informed before making a transfer via ACH
1002,I Was Charged When I Used A Us Issued Card. Why And What Cards Are Free To Use To Add Money,Considering this utterance: I Was Charged When I Used A Us Issued Card. Why And What Cards Are Free To Use To Add Money What is the intent that best describes it?,Ask a question about monetary fees and policies
1003,Any Hidden Fees Associated With The International Card If Money Is Added?,Considering this utterance: Any Hidden Fees Associated With The International Card If Money Is Added? What is the intent that best describes it?,questionable financial decisions.. or an offer for a good deal
1004,Will I Get Charged For Topping Off My Card?,Considering this utterance: Will I Get Charged For Topping Off My Card? What is the intent that best describes it?,answer a question on the phone or give good service
1005,Are There Charges For Topping Up Us Cards?,Considering this utterance: Are There Charges For Topping Up Us Cards? What is the intent that best describes it?,avoid charges to top up their us cards.
1006,Are There Fees For Top Ups?,Considering this utterance: Are There Fees For Top Ups? What is the intent that best describes it?,"ask a question, tell sth"
1007,What Are The Charges For Us Cards With Top Up.,Considering this utterance: What Are The Charges For Us Cards With Top Up. What is the intent that best describes it?,Charges for the purchase of the card.
1008,Is There An Additional Charge For Topping Up Using A European Card?,Considering this utterance: Is There An Additional Charge For Topping Up Using A European Card? What is the intent that best describes it?,Useful to the customer in the sense that you want a tip
1009,In Exchange For Top Ups Will You Take Fees?,Considering this utterance: In Exchange For Top Ups Will You Take Fees? What is the intent that best describes it?,sarcastic remark. in exchange for top ups
1010,I Just Topped Off My Card Will I Be Charged For It?,Considering this utterance: I Just Topped Off My Card Will I Be Charged For It? What is the intent that best describes it?,ask the teller if they will charge for the topping
1011,How Much Does It Cost To Top Up By Card?,Considering this utterance: How Much Does It Cost To Top Up By Card? What is the intent that best describes it?,cost-free top ups by card are only available between midnight
1012,Are There Any Fees If I Use A European Bank Card For A Top Up?,Considering this utterance: Are There Any Fees If I Use A European Bank Card For A Top Up? What is the intent that best describes it?,Request for knowledge about fee structure..for prepaid
1013,What Are The Top-Up Fees?,Considering this utterance: What Are The Top-Up Fees? What is the intent that best describes it?,express annoyance at the additional costs
1014,How Much Is The Charge To Top Up My Card?,Considering this utterance: How Much Is The Charge To Top Up My Card? What is the intent that best describes it?,calculate charges for reloading a credit card
