,utterance,prompt,EleutherAI/gpt-j-6B
1009,In Exchange For Top Ups Will You Take Fees?,Considering this utterance: In Exchange For Top Ups Will You Take Fees? What is the intent that best describes it?,"Does the question assume some kind of exchange, which may or may not be the one for which it was intended? If that is so, the assumption that there will be some exchange may need a different question. 
To make a clear distinction between that question's intent and what it intends to ask, we might say:

In Exchanging a Top Up Will you charge your recipient a fee?
  The question is whether the user will charge a transaction fee for top ups? This is different from the above question, whose intent was to inquire about charges.
The above is also different to:   In Exchange Of What Will YOU Take? which might be asking something similar to ""How much would you take for this?"".
What the second question intends is to get a price for the value of what you will exchange. That is probably not what the poster wants to know, and the fact that they are trying to use the word 'exchange' as the basis of a value suggests they might not have any good understanding of the topic at all, or might only be able to offer some sort of vague value judgement."
1010,I Just Topped Off My Card Will I Be Charged For It?,Considering this utterance: I Just Topped Off My Card Will I Be Charged For It? What is the intent that best describes it?,"This utterances is a perfect example of the use of collaision. The speaker intends to use collision because he or she is trying to create confusion and to make the listener question the meaning of it and the speakers intent is to mislead.

Consider this: You've Got Mail. Can you give it's colligation? I believe the speaker is attempting to convey the words: ""I will give you what you deserve"" because the letters are arranged in a way to give a pun or play on words. So, you got mail means ""to receive what I deserve"".
This is similar to I just topped off my card, it will I be charged for it?, I'm not sure of its actual colligatory meaning so I will try to describe it. I think the colligaion here is ""will"" and ""you're"". We can say: you're topped off your card so you'll be billed. This makes complete sense because it gives the impression that you have already paid your bill which is true. In a similar way, with the utternce I was just topping off I can infer that the person was trying (not very successfully though) to say that he is not going to get any more money from his boss for this month. His boss has already given him his paycheck so he will not be getting any additional pay."
1011,How Much Does It Cost To Top Up By Card?,Considering this utterance: How Much Does It Cost To Top Up By Card? What is the intent that best describes it?,"-
The speaker intends to convey that the amount is very large.
It can be seen in the phrase, it costs. -
You are right! - It's very much like the question
Is it expensive to live here? which also conveys that it is
a costly place to reside in. However this has the sense of
'I'd say...' with no specific quantification, and this makes
it a little less specific. It just says that there's a
lot of money involved, but it doesn't specify it. The
speaker could be saying that if you have to pay for a house,
your expenses will be very high. But this is much less
specific than 'I say,...' or the like. You might use
this when you're trying to convince someone of something, as
in 'It costs a lot more than that, actually'.
I think these kind of expressions can really be difficult to
analyse. Maybe they're the ones that make it easy to use in
conversations. Because if it's too complicated, you'd
probably not use it!
There's the difference between the two: - 'How much does it
cost to top up by card?', and 'Is what it cost you to be the President
of America so much money?'
Here, the first person is asking a general question, whereas
the second person's question is an expression of doubt. That's
because the 'general question' is more general than the
question that follows. We might think of it as a very
general kind question."
1012,Are There Any Fees If I Use A European Bank Card For A Top Up?,Considering this utterance: Are There Any Fees If I Use A European Bank Card For A Top Up? What is the intent that best describes it?,"I agree to provide my real-time hourly rate to the company I am working with.
My name is <%= @user.name %>, and I can help you with <b> <a href=""#""> <img src=""/i/image.jpg"" alt=""""> </a> </b>.
How many hours can you work per week? <i> (You can choose any amount, just choose one.) </i><br>
<% @hours_per_week = (params[:how_many_hours] || params[1])[0,2].to_i %>. <br><% if @howMany_weeks %> How many weeks? : <span class=""small"">-</span>&nbsp; &nbsps; <strong><b><span id=""how-many-wee-kicks""> & <%: @days_in_a_month %.to.sprintf(""%d"".html_safe)%></span></b></strong> / <%.s printf ""%.d"" @months %d, @years %s, 1, ( @we_are + 1).s</% > <p><a class='btn btn bg-orange b' href=""<%- url_for :controller =>'sessions' do %><i class= ""fa fa-plus-circle fa""</i></a><hr />

   <li><strong class =""text-danger""><%: errors %></%>"
1013,What Are The Top-Up Fees?,Considering this utterance: What Are The Top-Up Fees? What is the intent that best describes it?,"The best answer may be, ‘You Are A S**T Parent.’ So, how to best use this insight? I‘m not sure. But one thing is for sure: I know this will help someone.

How I got started. I have always been a writer. A few years back, I took my writing to the next level and became a published author. That”s another blog for another day. Suffice it to say, my book, Life Is A Beach, was published last summer by Stitchery Publishing and was featured on the cover of a popular mom-to-mom magazine, Parenting Magazine. For those who have not followed, the book chronicles my journey of motherhood and what it means to be a parent. It“s a story about what happened while I was pregnant with my daughter (my first book) and how I became her mom. At the time of publication, we were expecting the arrival of my son any day now. So the timing was perfect. The theme was relevant. This book was just what the doctor ordered!
Now that the first baby is here, it took me three months, but it is time to publish a second book. As I said in the previous blog article, writing books is hard, so how can I find the motivation to write another one? My best guess is that my second son is my muse. And so, here goes: this is what happens when mom is a Beach. In the new book… Life… Is a…. Beach! Life….Is….A.....Beach. Mom…Is......A.......Beachy Mom! The second edition of this book will have a slightly different title, though I will publish an update at the end of the year when my third son makes his appearance. Stay tuned. Or, you could just read my first one, a freebie. (It‟s on sale in some countries for a discounted price).
Life Is…..
A….Beaches Mom by…
Tina M. Miller
(www.lifeisabreachmom.com)
Available at…www….life…is…a….reach…mom..com
If you are interested in publishing my next book (a.k.a., Life....Is....A....Beacher), please drop me an email at tina (at) lifeisabeachmom"
1014,How Much Is The Charge To Top Up My Card?,Considering this utterance: How Much Is The Charge To Top Up My Card? What is the intent that best describes it?,"Is the uttering of these words by the speaker to describe an act, an idea, a situation, another person, or something else entirely?

This utter: Which is better? A. I love you, but you’re a bit over the top. B. It is you who is too much in my life.
What is your opinion on this one? How would you answer this question, if you have one and you do answer? In what context do you feel most comfortable doing this? What do others think of this phrase? Which of the two phrases you heard or would like to hear? If the first phrase was said aloud to you while someone else was talking with you: A.) Would you be offended? B.) You can be as rude as you like and the other person doesn‘t care. C.) If you were in your friend‟s shoes you would be upset at their behavior. Which one sounds most like what you want to tell someone to say? Would this work? Why or why not?"
1015,How Much Can I Expect To Pay To Top Up A Us Card?,Considering this utterance: How Much Can I Expect To Pay To Top Up A Us Card? What is the intent that best describes it?,"How Much To Exceed The Us Balance

If we want to find how much to top-up a card, then that means to what extent or how far we expect the us balance to exceed. How far? That's the question.
Let's look at a few options:
Option 1: What would you charge for the service? The service could be a cash advance but we usually think of it as a line of credit. The idea is to take out an advance with a limit on the credit line, i.e., the amount of money that one can borrow and have available. If you don't pay back that advance plus interest then you owe a us credit card charge. In addition, you'll also need a loan fee. This is because you're loaning that us a sum of cash, and your credit limit (i.  
e, the maximum amount you can spend and carry over to the next statement) is usually lower than it would be if you were making a purchase or paying down a debt. And since the loan is a type of us charge, it will be subtracted from your us limit. A charge of this type would have a cost that would not exceed that amount. It's an interest-free way of charging an us loan, as there is no cost and the money is coming from you, not the bank. For most lines of business, one will want a credit of more than the cost of the top up. So to determine the extent that you'd like to go with this option, calculate the following
The maximum that the card can receive is called the available credit, or avl. We'll assume that it is $1000.00. That is, there's only $1,000. on line that will never be available for any transaction. Let's now add a $100. of topup cost. Now the line balance is: $1100
$1000 available
Add:$100 cost
Line now $1100
What is this $300. cost? This figure represents the interest that is charged on that line. At an annual rate of 4%, the $299. in interest charged equals approximately $9.95. (That's about what a typical us card will charge you).
In order to compare the options, let's first look
At how they will affect a balance. There are"
1016,What Fee Is Included If I Top Up By Card?,Considering this utterance: What Fee Is Included If I Top Up By Card? What is the intent that best describes it?,"The best match for the meaning of that utterances is 'what fee is included'.
There are 0 matches.
More results below."
1017,"If I Use A European Bank Card For Top Up, Do I Get Charged?","Considering this utterance: If I Use A European Bank Card For Top Up, Do I Get Charged? What is the intent that best describes it?","A)
Inform
B) Request for information
C) Suggestions
D) Information required by another
E) Advice
Please answer this question in a separate answer, if possible.
What’s your answer?"
1018,Will There Be Any Extra Fees For European Bank Card For Top Up?,Considering this utterance: Will There Be Any Extra Fees For European Bank Card For Top Up? What is the intent that best describes it?,"1.
Which one of the following best completes the uttering? (select TWO)
A. Will there be any extra fees? B. There will not be. C. I did not know about that. D. We are charging you for the service. E. Please note that this is a non-refundable. F. You have to pay extra in order for you to use your card abroad. G. It is extra charge for any kind of card. H. They will send a letter."
1019,Will I Be Charged If I Use European Bank Card For Top Up?,Considering this utterance: Will I Be Charged If I Use European Bank Card For Top Up? What is the intent that best describes it?,"Will I be charged if I use an ATM card for topping up my prepaid load? (Example: If your load reaches 20% and your prepaid credit gets exhausted, and you have an account with a balance of 100 euros and no more credit and the ATM bank account is connected, will the bank be willing to charge you for using the card, even though the amount that is deducted is only 20 euros?)
No. In general, prepaid loads do not incur fees, though certain types of cards may have different rules.
Prepaid credit cards
If you top up your credit card using an automated terminal, such as an atm machine, online, or on the telephone; the money added will be deducted from the current credit balance on your card. The card has no limit on how much you can add or take away. You are charged a transaction fee, but this cannot be avoided. (Note: if you buy goods or services using your ATM debit card or credit debit cards then you may be able to get a reduced price)
You are responsible to pay the fee. A fee will also be applied if the transaction exceeds the daily withdrawal limit for your account. If you wish to make a withdrawal at a cash point, then the usual rules apply. Please note that ATM cards do NOT have a daily limit so the fees on any withdrawals will not be applicable. 
ATM Bank/Debit cards (with no pre-authorisation limit)  : In order for the credit to be transferred from your Bank account to your Card, your bank would like an authorization to transfer the funds. Therefore, when you use the machine in the way shown, this authorization is given and therefore no charge is incurred when that amount is withdrawn from a Cashpoint/ATMs as long as you follow the steps below. When the charge comes through you will receive an email.

  1. Choose your preferred bank
  2. Click on ""Pay Now"""
1020,I Want To Use A European Bank Card For A Top Up. Must I Pay?,Considering this utterance: I Want To Use A European Bank Card For A Top Up. Must I Pay? What is the intent that best describes it?,"I don’t know. I can only hope that the bank‘s customer representative will be able to understand it.

I”m not sure how it happens but, I have this feeling that, the more you learn,the less there is to learn. If I had learned everything in the world,then what would be so interesting about my life and,what would I look forward to learning next?
But, this happens. The more I learn;the more that I know how little I do know and;how much I still don,t understand. So, that is what keeps me coming back to the same lessons. But the problem is,that the new ones that keep coming,don“t help much,if they have the answers to everything. Because the truth is that no one knows everything,and it is just not possible. Even with all the great teachers and scholars from all parts of the World,you can never learn everything just by listening to them. There is no substitute for actually going outthere,finding out for yourself how to do things and then being able,to apply them to your own life. And then you have to live and learn from your mistakes. No-one can do that for you.You have go out there on your quest and try things out. That doesn‖t mean you fail or,succeed,but that you try and that what you learned in some way changes your life for the better or;for the worse,depending on what happened and how you handled yourself while you were at it!"
1021,Will I Be Charged For Topping Up By Card?,Considering this utterance: Will I Be Charged For Topping Up By Card? What is the intent that best describes it?,"(Dictionary definition for Intent)
""The purpose one has in mind in undertaking an action, especially as revealed through one's speech or behavior.""
Intent is often considered an important factor in determining one’s culpability for an offence. A person who intends to commit a certain offence is guilty of it.
For example:
If a person intends stealing a wallet he is considered to be guilty if he does actually steal the wallet. 
Similarly, in law, if a defendant in a criminal charge has an intent to steal a bank account (in the example, he intended to rob the bank or he intends rob somebody's bank, but he has not actually stolen the account), his intent will be considered along with other important factors such as preparation and the use of a weapon, because stealing of an account is an ""armed"" offence under the Criminal Code (section 459).
Also, under Criminal law in the United States and Canada, intent is necessary for one to have committed a crime, as opposed to negligence or recklessness. Intent, however, can be inferred from certain circumstances (such as the type of firearm used in shooting a victim, whether the victim had an opportunity to avoid being shot, any statements made by the accused before or after the incident, etc.) but is not an element of every crime. For example the U.S. Supreme Court ruled in Elonis v. United States (2014) [1] that ""the mere uttering of violent or otherwise provocative speech 'alone is [not] enough to demonstrate that a speaker harbors criminal intentions'; the speaker must also have used the words 'in such a manner and under such circumstances' that they reasonably could be interpreted by those who hear them as a threat."" In Canada this is known as criminal culpable negligence (see section 6 of the Criminal Code), and in India as criminal intent(see sections 109, 210 and 210A of Indian Penal Code). Criminal intent may be demonstrated under various circumstances, which include the following:

 Where a party acts so as to imply that he will not or will no longer do something. This is especially likely in such cases, when a man promises something, and then fails to perform it and is held to the promise made, although he may have had the power to make different and other promises. When a father promises, 'I shall"
1022,Is There A Fee For Topping Up,Considering this utterance: Is There A Fee For Topping Up What is the intent that best describes it?,"A:
The intent is to say, you can only charge me for the product, not any extra fees.
It is a bit ambiguous, but it is probably an error. 
There may also be an implication that, I want to have a certain amount of fuel, or whatever, before I start, and I don't want those charges to be considered. This should be obvious if you read the question."
1023,What Do You Charge For Top Ups?,Considering this utterance: What Do You Charge For Top Ups? What is the intent that best describes it?,"It appears to me, and I am sure there are others out there, that this intent is to charge for top-up services. This intent does not seem, on first reading, to be correct.

A:
In my own language there is a saying that roughly translates to ""If something sounds too good to true, it probably is"". This applies very well to your case. I think that you should either: 
1) Remove the question from the site, because you are asking about a very specific topic, where no definitive answers can be found, or;
2) Reword the statement to fit your intent."
1024,Will It Cost Anything To Top Up A Us Card?,Considering this utterance: Will It Cost Anything To Top Up A Us Card? What is the intent that best describes it?,"""What is your intent?"" ""Will it cost anything to top up a us card?"" Is the question a simple yes/no one of two choices? Will it be a yes or no question? If the former, then how will the asker phrase it?""
For example, if the answer is yes, the following options might be used as well: ""It will be free of charge"", ""I don't have to pay"", or ""No charge.""
If the statement is a ""why/how"" question: 
Is this statement asking a question related to the subject under evaluation (i.e., a person)?
How should the phrase be worded as to avoid a misinterpretation?   For example:
  ""How can I top-up my us debit card,?"" or
 ""Why do I need to add my payment details to my card now, instead of when my bill is due?"""
1025,Does Topping Up My Card Have A Fee?,Considering this utterance: Does Topping Up My Card Have A Fee? What is the intent that best describes it?,"A. To give my money to the bank  B.  To get money from the _____  C. I am going to withdraw the money  D. Get the cashier to pay the charges.

This is a common problem for people who have an idea in the back of their head that says the answer should be A or B or C, and that the correct answer is D, but they forget the reason why. Here it is:
If you are paying a charge that requires that you have more money in your account than is there already, then the most appropriate answer to that question would be D (get the charge paid).
A ""Topping up My Account"" transaction will usually be a transaction, such as a debit or an overpayment, to bring your total balance up to a full dollar. This is often used for overdraft protection (the bank is paying you to have funds in that account, so that there is always at least one dollar in there). In that case, the fee charged is usually 0.35%, with a maximum of $10. In other cases, you can have a ""top up"" to your savings or checking account. If you do that, it's called a transfer. The fee for a bank transfer is typically $6.95 or less, or 0% - 1.5% if your balance is below $1000."
1026,Are There Fees For Adding Money Using An International Card,Considering this utterance: Are There Fees For Adding Money Using An International Card What is the intent that best describes it?,"If someone said to you, ""there are fees for adding money to an international card"" what is your best guess as to the person's intent? Do you see a possible explanation or intent in the statement? Can you think of some other possibilities that could be the meaning of the sentence as it was said or written? You may be surprised at some of your choices. I know I was.
This is a practice exercise for an upcoming vocabulary class. It might be a good discussion starter for a conversation with a native student. The answer is important for you to know because when you read a passage or passage from a textbook that contains a similar sentence, you might not know what the author/speaker was going for with the language. If the answer seems obvious to a reader, that means that the writer/reader can't think through an answer for themselves. There might have been a purpose behind the wording that isn't apparent. Perhaps the purpose was more than you realize (but I'm sure you will find out in your class). The purpose might also be something entirely unexpected. That is always true in real life. A person may say something in a moment of anger, hurt, jealousy, or frustration. And, as a result, someone else says, and writes, things that were not planned at the moment that something happens. Or, they say things to someone that they really don't intend to say, but that person doesn't notice because they are preoccupied with what has just happened. So, if this was a homework assignment, the teacher would have to be on the lookout for this kind of communication. He or she could ask for some examples, so that he/she can see how some students might interpret something. We'll talk more about this in class (after your homework), but, at this point, I am going to give you a few possible meanings for the question. Try this exercise to see if you can think about the possibilities, without giving up the most obvious one first because the others might surprise you. You might realize that your favorite was never mentioned in these choices at all. Let's go:
1. ""There are no fees to add money using an overseas card.""
There's a lot of good news here. They're saying there is money that can be added to your card. But, there are also fees. (I had to come up with these possibilities because"
1027,"When Using A Us Card, What Is The Cost For A Top Up/Off?","Considering this utterance: When Using A Us Card, What Is The Cost For A Top Up/Off? What is the intent that best describes it?","This utterances: How Much Is A Credit?, How Does A Card Work?, Which One Is Better? Is the first one describing the cost of using a card or the intention of that card? If the second sentence is describing how cards work or what they are, why is this in a question format? Why not a yes or no question?"
1028,"I Need To Use A European Card For A Top Up, What Will The Charge Be?","Considering this utterance: I Need To Use A European Card For A Top Up, What Will The Charge Be? What is the intent that best describes it?","Is the cardholder trying to use a European card? Or, is he trying an American card in a card that is designed to be used by European cards.

The card has to comply with all requirements of an international card which means it has an embossed logo in the middle or a magnetic stripe at the back of the credit card. Also, it is printed in another language than the one spoken or understood by the issuer. For example French Canadian issuers have a French name on the front and can be embelish in French. This type of card is called a bilingual card by most of them and a dual-language card if it also has the logo of another country. So if you see a credit or debit card from a country other than Canada it can mean you will need to pay a higher fee depending on what country the bank is from (not all countries charge the same).
But the best thing is this, there are many more benefits to buying a Canadian Visa or MasterCard over an Amex or Visa card for travel. We are going to list out a little bit of what it means to have one of these cards as travel credit cards and how they work. The main points I would like to highlight:
1. Visa and Mastercard cards: There are more cards that fit the bill for the traveler. Canadian banks are required by law to sell cards such as the Mastercards and the Visa cards in Canada. Many other banks sell only cards for their own brand name, but not the cards from the big guys. A few of those cards include American Express, JCB, Cirrus and Diners Club (Diners is no longer an independent brand but a part of MBNA Canada). All of which have some great benefits but are all a bit more costly (as in some can charge a fee for using the ATM)
2. Mastercharge: MasterCharge is not a bank, Visa have their Master Charge but Visa does not charge you any extra fees. You can use your visa or amex to access money when you get back home. However, you can only use MasterCarte when in Europe and when it goes to a MasterCash machine. When a visa card goes on to an ATM outside of Europe the machine will be called Master Cash. If your Master card can go to Mastercash machines the charges will only apply in that location"
1029,Is It Okay To Use A Bank Card To Top Up,Considering this utterance: Is It Okay To Use A Bank Card To Top Up What is the intent that best describes it?,"You will know the best use and meaning of the word, you will be able to use the right part of speech, and your overall vocabulary will increase.
If a person is able and willing to commit a crime it is no excuse for the police to be ineffective. If a police can use their resources to catch criminals then that person should be given more resources in order to make them more effective. The more police the higher the crime rate. In order for a better crime problem and arrest rate I believe more officers must be hired. This would allow the officers to have more patrols and thus the possibility of catching more criminals. As for this issue being more like the drug problem, I don't think it's that bad, but the fact that there are other options is a problem. I also do not think that the people who commit these offenses should not be punished just because there is another way to do it that is more convenient. It is also not fair that someone has to choose which method they use to go on their daily routine."
1030,Any Fee For Topping Up?,Considering this utterance: Any Fee For Topping Up? What is the intent that best describes it?,"A:
*Any*? You want ""any"" here, I'm assuming, not ""every"" or ""some"". So you can't have a fee for topping up the account, because you've just made it a case of ""it doesn't make any sense to top up"".
As for the question, ""Any Fee for topping up?"", the answer is no. If you are looking for a reason then that seems to be the end of the line.  I would say that the reason is because there are reasons. It may have something to do with the fact that a debit card is a cash-like system whereas a credit card can go overdraft. (In fact credit cards don't even have limits. They are often sold with an annual percentage rate. So they're effectively like loans of a specific amount every single month).
You would need to give more information about the situation for us to say what exactly to expect.
The only fee that's ever been levied for top-up is in the United States for debit cards of certain major banks. These top ups were in response to the crisis of 2008. I believe the reasoning was because people were not using their debit accounts so it was making it harder for their businesses, and these topups were used as a reward for customers who did use their accounts."
1031,Are There Any Fees For Top Ups?,Considering this utterance: Are There Any Fees For Top Ups? What is the intent that best describes it?,"Is it for a general purpose or a specific purpose?
This uttering has two parts. Part One (Part Two) are the questions for analysis.

Are the fees for top up? (For a phone)
For what purpose are those (top ups) (phone) fees? - for making a topup/recharge
Is there any other purpose for this (fee for recharging top ups)?
Do those fees cover all phones? Which phones are they for? For what? How? Are there some exceptions? 
Should it be a ""Yes"", ""No"", or it cannot be answered? Why? If the second question does not make sense in English, what would be an example?"
1032,What Are The Fees Of Using An International Card To Add Money?,Considering this utterance: What Are The Fees Of Using An International Card To Add Money? What is the intent that best describes it?,"(1 = most accurate, 4 = least accurate)

I am going to be traveling soon for business, and would like to charge my phone, computer, tablets, etc. with different cards. Which international cards will be most convenient for me to use while I’m traveling? [Please provide answers in the comments, I would love to hear from you]
.
Please take a minute to answer the survey
http://bit.ly/1j5c7nF
It is anonymous, will take no more than 2 minutes and could help me and others a lot while we are traveling. Many Thanks in advance."
1033,Is There A Charge Or Discount If I Use A European Bank In A Top Up?,Considering this utterance: Is There A Charge Or Discount If I Use A European Bank In A Top Up? What is the intent that best describes it?,"If you were to explain how this person came to say it then what will you say?

Here is an example of an answer to your question. The following is a transcript of a conversation from a real business situation with real people that happened a few years ago:
[1] A: Excuse me.
B: Yes? A. Can I please borrow £2.10? B. Yes. Please take £5 from the till and put it in my hand, A, please? Thank you. A£2
10. B£5.00
Thank you, B, now let me give you change as you’ve not paid for this transaction
A: Oh, I see! So I owe you £3.20? You know that when you buy a ticket for a movie, you get a discount? That‘s why I want to borrow your £10 and use it when I go to watch a film. Do you know what I mean? [2] B: Of course. You“re telling me that the £30 that you paid was only for the ticket. So you want me to give up some of my £60 to you for an extra £40? Are you out of your mind? This is not what friends do. Is that why you are asking this? Or are you doing it for other motives. [3] Now here„s a better question… [4] Is there a charge or discount if I use a European bank in a top up? What does the expression really mean and how can I explain it to my colleagues? It seems that a lot of people use this expression, but I don”t know why. I‹d appreciate your help. Thanks. (Source: http://forum.english.net/general_english_questions/858894-charge-discount-if-i-use-european-bank-in-a-top-up
Note: this is just an extract of the transcript. Some parts are not relevant to the questions at hand. Also, the names of participants have been altered to protect their privacy. Finally, as some words are in brackets they have not been added.)
Question1: Can the person who used the saying above be considered as a linguist? How does he use the"
1034,Is Their A Fee For Top Ups?,Considering this utterance: Is Their A Fee For Top Ups? What is the intent that best describes it?,"I would tend to say: ""What fees can top up the insurance?""

""I am in the process of moving to France."" ""It takes me a full three months to get there"" ""I live on the fourth floor"" etc.
Is It:
A. An introduction
B. A question about the purpose for the move
C. None of the above
I think A. It is an introduction, but I am unsure. I do not feel that I can say ""A person who wants to move to the US for business reasons is introducing themselves as such"" (or ""an introduction"" which I prefer). Can anyone confirm?
Thanks in advance. 
Regards,
Annie
P.S. Apologies for such a trivial mistake, this is my first post!
Edited to show answer: The intent of ""Is Their"" is ""Are there any fees to top-up the Insurance""
This is from ""Your Life, Your Money"" by Steve Sieh (p21) which suggests that it is B. but not A:   ""But there are things that are not in your budget, such as an expensive air ticket to Australia, or moving costs.""
Also found another reference here which gives the same result. However, I think my interpretation is correct. Thanks to all that helped. Please don't mark down the question as not constructive unless there is a problem with it. Thank you. :)
Link to question: Are There Any Fees To Top Up The Insurance?"
1035,Can I Top Up Using An International Card,Considering this utterance: Can I Top Up Using An International Card What is the intent that best describes it?,"(A) To have someone pay my bill for me. (B) For someone to pay this bill on my behalf.
(C) I want someone else to do this for free. 
I would say that the best fit is B because it's more like:

You want to be paid to get the check? I don't know about free, you can have this card, but I'd say you're doing this mostly just to avoid paying someone. You'd have to explain more."
1036,How Do I Top Up With Apple Pay?,Considering this utterance: How Do I Top Up With Apple Pay? What is the intent that best describes it?,"Intent is a key word when it comes to the human brain. It has three main functions: to represent what happened, to explain what the brain thinks has happened and to predict what will happen. For example: I am hungry and want to eat pizza -> Intent is to get food.
I am thirsty -> Intention is water. I was hungry -> The purpose of that action is for me to fulfill the desire to be filled. The desire, hunger, or craving in this case. All that information is in the intention. You don’t have to tell me the reason for the action. Because the information from that is already in my consciousness. Intuitively, I already know what I should do next. That is why you have so many ads telling you that they are having a sale, because you subconsciously know that you will buy that. Just because it makes sense to you. Same happens with this example with Apple. Apple is telling users to top up their iPhone, iPad and iPod Touch with credit cards because intuitively you know they will do it. And that‘s how this ad was created. There are two parts to creating an ad. Understanding the consumer through research and then creating the ad that makes a perfect, rational, logical match. This ad has created a sense of urgency through the concept of “how do I top-up”. Which made the users want the product more. By saying ” Top-Up and make iPhone 7 a better experience“. They make the message more interesting and engaging. As a result, the user subconscious will start to think about how to use the Apple pay. Making it seem more natural, which is an example of good creative thinking. In fact, there is always a connection between creativity and the unconscious mind. When we think and are creative, we are tapping into some level of the conscious and subconscious. To be more creative we must use more of our intuitive thinking, intuition or unconscious and less of logical thinking because this can cause problems when creating. So you can create an Ad and create a creative ad or you create one that will tap more into your unconscious which will be less successful. But if you need to create something logical and that fits your business strategy you must create that as well."
1037,Why Isn'T My Top Up Working Using My Saved American Express In Applepay?,Considering this utterance: Why Isn'T My Top Up Working Using My Saved American Express In Applepay? What is the intent that best describes it?,"To answer the question in your title, you should answer in an essay. Why isn’t my top-up working using my saved American...
Answer:
The top up card is not working in Apple pay. I don'...
Read more
Nov 22, 2016
View Full Answer
| Answer the Question
Yes, it is an example of the following type of usage: The question is rhetorical and requires no answer. Please do not answer this question."
1038,How Do I Use The Top Up App With My Apple Watch?,Considering this utterance: How Do I Use The Top Up App With My Apple Watch? What is the intent that best describes it?,"I would like a method that works with the top-up app.
. Or the method to top up from my watch."
1039,"Google Pay And Top Up, I Want It, Can I Get It?","Considering this utterance: Google Pay And Top Up, I Want It, Can I Get It? What is the intent that best describes it?","Google Pay: a service to make online purchases, and top up mobile phones with money sent from the customer's bank account. It's Google's payment method, it was announced last October, a year after Google Wallet and in the same month Android Pay was unveiled.
In January 2017, Google announced that ""all Android users in Europe (including Germany) will be able to access [Google] Pay from their Android mobile phone.""
As for Google, they have been working on Google payments for at least 5 years, as the first prototype, known as Google Checkout, came in 2006 before being replaced by Wallet. Google Play, which was born just a few years later. In 2012, in their annual developer conference, the keynote focused on new and future trends in payments, including contactless NFC and online payments. But for users, that wasn't enough. Wallet, Android and Google Payments were only available in countries in which users of the Google apps and the Play Store can have access to a bank card. Now it's different, at last, almost everywhere where those apps are installed. And the top-up feature was the most awaited of them all. The Google payment system and Top-Up were introduced simultaneously in Google.com/pay. At that time, there were no other top ups that could be sent, just Google money, but today there are a couple of apps that use the service. There are also plans to add more topups with the next version of Chrome. For example, one of these topup apps is called ""Sending Money"" that works in conjunction with GooglePay. This app was developed by the company PayNearMe. I also tried top Up with another app, called TopUp. Both are based in Spain (but in both cases, you need a Google Account to use topUp) and are free. So, if you are not using an Android app and you don't have a way to send money to people in your contacts on WhatsApp or Facebook, both will work for you. Let's see how you can send and receive money via Google pay
Let's begin from Google Payment itself. To begin, log in to your Google account in any browser and then select ""My money"" on the left hand panel. If you do not have an account yet, use this link: http://goo.gl/eY3RZu"
1040,What Can I Use To Verify My Identify?,Considering this utterance: What Can I Use To Verify My Identify? What is the intent that best describes it?,"Intent is a concept that is often used in natural language processing, machine learning applications, business process management, knowledge management.
The term intent is used interchangeably with the term action. Some people use intent as a synonym for task or action, while for other people intent has a specific technical meaning as an action with intent. The term intention is sometimes used to define the action more specifically. Intent is also used as the root node of a taxonomy of actions with varying levels of specificity, for example, in a work-flow process, where the process can be more detailed with each step, or more generic with several variations. In this example the specific detail is that a customer must have a phone call for the business to process an order. Intents are commonly used across the whole spectrum of activity in the service-oriented architecture (SOA) world, from ""what"" to ""why"".
This is an example to use of the concept of intent, to clarify how it is being used. This is for demonstration of how intent can apply to a business context.  
Consider this situation. You are a service in an organization, that you have been given a task. Your job is to verify the identity of your customers. How do you verify? The most specific example would be verifying the person by name, as well as perhaps, a photo. But your organization is not that specific. It does not know the customer's name. There is more than just a name that identifies the individual you are verifying is your customer, such as phone number and address. As a result, your job has more to do as verifying a person than simply comparing the name to other names in your database. At the very least you need to check your records for that customer to make sure it has the correct phone and home address, if not, it needs to be added. Also you will need information to determine if the phone or address is real. Perhaps the credit card has not been used before as payment methods are sometimes not available at the time of ordering, so you might need the card for validation. And finally, you may need a reason why the order cannot be verified, there could be a technical reason for not being able to identify the information, maybe a database error, and so on. Each of these steps requires information that was acquired from multiple sources. So what do we mean when we say intent"
