,utterance,prompt,bigscience/T0pp
810,My Salary Is Received In The Form Of Gbp. Do I Need To Do Anything Specific To Configure This?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,set it up for the money i get
811,How Do People Send Me Money?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,send me money in any way you want.
812,Is Gbp A Supported Currency?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"Supported by the British government, the pound has weakened against the euro and is no longer an active currency"
813,Do I Need To Establish I Am Paid In Gbp Before A Transfer?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express it in a sentence of two words
814,"Salary In Gbp Has Been Received, Does It Need To Be Configured Elsewhere?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Nose twitch (disambiguation)
815,How Do I Get My Salary In The Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask the bank or pay someone to get it in
816,What Are The Ways For Others To Transfer Me Money?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,describe ways that you are paid in cash for your work
817,What Different Ways Are There For Someone To Send Me Money?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,pay money to someone who owes me
818,What Do I Need To Do To Transfer My Paycheck To My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,What Do I Need To Do To Transfer My Paycheck To My Account?
819,How Can My Friend Send Me Money?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"Send money to my friend quickly, please."
820,Can I Directly Transfer My Salary Onto Here?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"transfer, salary, onto, bankrupts"
821,Can This Be Used To Receive My Salary?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Expressing ambiguity with ellipses
822,Is It Possible To Deposit Money In Gbp?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express the intention to deposit a large amount or cash
823,I Received My Salary In Gbp. How Do I Change This To My Currency?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"convert, currency, gbp, salary"
824,How Can My Friend Transfer Money To Me?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,send money to my friend on an account he set up
825,Can My Friends Send Me Money?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,give me money through PayPal or Venmo
826,How Do I Deposit My Paycheck To This Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Finance and Business. What is a direct deposit?
827,Can I Use This Account To Receive My Salary?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Use this account for your salary.''
828,Can I Deposit My Salary To This Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,check out the rest of this site to see what banks offer
829,How Do I Get My Salary Through This Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Work in the bank. Is this a bank job?
830,What If I Need My Salary In A Different Currency?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Wants to find out the exchange rate of the currency used
831,I Receive My Salary In Gbp. Do I Need To Configure This Somehwere?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"Payroll management, accounting, and human resources"
832,Do You Know If I Can Use This For My Salary?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Pay your bill in full. Pay the full cost of something using the money
833,How Do I Get My Paycheck Through This?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,get my paycheck through this rough patch of bills
834,Can I Transfer My Salary If It'S In A Different Currency?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Use an online calculator to help you determine if the amount you're transferring will convert to another currency.
835,Can I Get Paid In A Different Currency?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Finance and Business. iStock
836,Why Didn'T My Transfer Go Through?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,move the money somewhere else for whatever reason.
837,I'Ve Attempted To Do A Very Standard Transfer And Have Tried 5 Times At This Point. Can You Tell Me What The Issue Is? Is The System Down?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Describe the issue in detail. Ask the question using a polite tone of voice.
838,Can You Provide A Reason As To Why My Transfer Did Not Work?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,reason why did not work transfer ibm
839,I Tried To Transfer Money And It Did Not Work.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,transfer money did not work for you? ask questions
840,Can I Do A Bank Transfer To Put Additional Money In My Account Because I Am Out Of Money?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,put additional money in my account because i am out of money
841,"I'M Out Of Money, Can I Add Money With My Bank?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,call for more money from your bank on the phone
842,How Do I Go Forth On Transferring Money Into My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express your intent simply and directly with a brief description of your request
843,"I Don'T Understand How To Top Up My Account, Can You Please Explain The Process?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Explain me the process. <unk>photo_file>
844,I Don'T Understand The Money Transfer Process.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,explain to me the process of transferring money from one bank to another
845,"I Need To Transfer Money Into My Account, How Do I Go About Doing This?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Asking a simple question and giving definite instructions
846,What Do I Need To Do To Transfer Money Into My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Transfer money to someone's account. (disambiguation)
847,I Don'T Know What To Do. Should I Transfer Funds. My Account Is Out Of Money.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,panic or worry as someone runs out of money
848,Can I Add Funds To The Card Directly From My Bank Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,transfer money directly to a bank account without using money
849,How Does Tranferring Money Into My Account Work?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"Financial management, business and economy. Is to explain the basics of how transfers are made between bank accounts."
850,I Need To Know How To Transfer Money Into My Bank Account. Please Help,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Tell someone how to do something. <unk>
851,I Would Like To Transfer Some Money From My Other Bank Account Into This One.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,transfer money to other accoutn to new acount
852,"When I Want To Transfer Money To My Account, How Can I Do That?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,How can I transfer money to my account?
853,I Need To Transfer Funds Into My Account. How Can I Do This?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,transfer money into an account with an intermediary
854,What Are The Steps I Follow To Transfer Money Into My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,complete each step and follow the arrow if no error is shown
855,How Can I Transfer Funds From My Bank To My Top Up Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,transfer money to another person or bank account without going to an ATM
856,I Want To Top My Account By Using A Bank Transfer. How Would That Work?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,do something to top up a bank account
857,How To I Transfer My Funds Into My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,transfer my funds to my account. how to transfer money to a different online wallet
858,How Do I Top Up My Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express an idea or question in a simple manner
859,How Can I Transfer Money From An Outside Bank?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,transfer money from outside bank to inside bank with no fees
860,How Can I Fund My Top-Up Account Using My Bank Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask your bank for an overdraft or pawning option
861,What Methods Can I Use To Add Money To My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Cashing Money Into a Bank Account
862,"I Would Like To Use The Bank Transfer Feature, But I Can'T Find It. Can You Please Give Me The Details?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Wants assistance with a banking feature.
863,How Can I Perform A Dual Money Transferring From One Account To Another?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,transfer money from one bank account to another bank
864,Can You Explain How To Transfer Money Into My  Account For Me?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,give me some advice on this transfer thing.
865,"I Need To Bank Account Transfer From Another Account Into This One, What Is The Easiest Way That Can Be Done, And What Information Do I Need?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,expresses the idea of making a transfer
866,How Do I Transfer Money To My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,transfer funds to my account quickly and easily by bank transfers
867,How Do I Send My Account Money Through Transfer?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,money transfer method or route through bank account to another
868,How Do I Do An International Transfer?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"express an intent of being specific, concrete, concise"
869,Are There Ways To Transfer Money Into My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask for ways to transfer money and ways of transferring the money
870,I Want To Transfer From Accounts In Order To Top Up. What Are The Steps Necessary.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,pay or transfer money to others to top up a bank account or phone account.
871,How Does A Transfer Work?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,How Does A Transfer Work? is a term used to describe how the transfer of money between individuals works.
872,"I Would Like Use The Bank Transfer, But I Don'T Understand The Process, Can You Please Explain, Topping Up?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,to add money to your bank account with a transfer
873,I Want To Use Bank Transfer For Topping Up My Account. How Is It Handled?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,money transfer using bank account to bank transfer.
874,I Checked My Account Today And It Said I Was Out Of Money. How Do I Transfer Money Into My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Check on the balance of his account. Move money into his checking account
875,How Can I Transfer Money To My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,expresses need to know how to do something
876,Is It Possible To Give A Second Card For This Account To My Daughter?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,make two cards for this account to my daughter
877,My Daughter Needs A Card. Can I Give Her One Of Mine That'S Linked To My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,a question of trust that the speaker is giving something to the author of the query or narrator
878,"My Child Needs A Card, How Can I Add Them To The Account I Currently Have?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,add a child to my account online securely
879,"My Daughter Needs A Card, How Do I Add Her?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,add a little touch of sweetness to whoever you are sending the card to
880,Can I Top Up By Cheque?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,asks the store manager if they can take a check
881,How Do I Top-Up Using Cash?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"use your credit card only, do not use cash for topping up."
882,Can I Top Up With A Cheque?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use the cheque if you want some extra cash
883,Is It Possible To Top Up With Cash? If So How Do I Do It?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask someone or something about their money situation and get advice and support
884,Can You Help Me Find Top Up By Cash Deposit?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,find out what I need then tell me how to do it
885,Is There An Option To Top Up A With Cheque?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"check or money order payment for the balance in another account, as an alternative to paying online with a credit or debit card"
886,Need To Deposit A Cheque Into My Account,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Need to deposit a cheque into my account
887,I'M Looking For The Cash Deposit Top Up Option But Can'T Find It. Can You Help Me?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,expresses that the person wants help to make a deposit
888,How Do I Top Up My Account With A Cash Payment?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,explain the process for paying with cash in an unfamiliar place
889,I'D Like To Use Cash To Top Up. How Do I Find That Option?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express it with one or two words or less
890,Where Do I Locate Topping Up With Cash.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,expresses the intention of using cash to top up the phone
891,How Do I Pay By Check?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,How Do I Pay By Check?. [substeps] This question implies payment by check is a form of payment not acceptable in all circumstances.
892,Can I Add To My Account Balance With A Cheque?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"Cash out to an account, to have a cheque book"
893,What Type Of Deposits Do You Accept Into My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,banker to customer service representative. bank to consumer salesperson.
894,Can I Top Up Using A Cheque?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,describe the utterance with words or phrases
895,Can You Top-Up A Card With A Cheque?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express your intent in a sentence using one or two words
896,"I Need To Top Up Cash, How Do I Do It?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask how to do it. i need top up cash how do u do that
897,I'M Looking For The Option To Top Up By Cheque.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Looking for an option to top up by cheque
898,What Locations Can I Top Up With Cash?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use for referring to where you can top up
899,"I Want To Top Up Using Cash, Where Can I Do That?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,find out where to top up your card in cash
900,Is There A Way To Do Top Up With Cash Deposit,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"ask questions or offer information to another person,"
901,Where Are The Options To Top Up With A Cheque On My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,describe an option on your account so as to provide a reason
902,Can I Use Cash To Top Up My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use of a monetary item to maintain the currency
903,How Can I Top Up With Cash?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express your intent in a simple way:
904,Will You Accept A Cheque To Top Up My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,describe the intent of what I want to do
905,How Can I Top Up With This Cheque I Got?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,pay the bills that were due that month on top of what you already owe.
906,What Methods Can I Use To Top Up My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Pay for an item with a credit card
907,Is Cash Good To Top Up With?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,add more cash into system to top it up
908,How Come I Can'T Find Anywhere To Load Using Cash,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,find out where you can load using cash in a city
909,What Can I Pay With? Does Cash Work?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,What Can I Pay With? Does Cash Work?
910,How Do I Deposit Cash Into My Account?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,transfer money into account via check or bank transfer
911,Why Can'T I Top Up With A Cheque?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,i am annoyed and angry at having to pay
912,Can I Send A Cheque To Do My Top Ups?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,pay for a service or other good on credit
913,Can I Top Up My Account With A Cheque?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"express gratitude to others in person, by letter, or electronically"
914,I Want To Do A Cash Top-Up,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,a financial transaction or change of funds from one account to another
915,"I Have A Cheque Here, Can I Use It To Top Off My Account?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Use the cheque to top off your account.
916,I Need A Physical Card.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,want to pay for my card online with a plastic one
917,What Are The Fees For A Physical Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,expresses information for consumers about fees and charges
918,How Do I Get An Actual Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,How Do I Get An Actual Card? [video]
919,Can I Get A Real Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,show me the card please or give me one real thing
920,Why Is My Disposable Virtual Card Being Denied?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,bewildered and dumbfounded by what is happening
921,My Disposable Virtual Card Doesn'T Seem To Work,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Not sure of what I'm saying or why somethings don't work
922,My Disposable Virtual Card Is Broken.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express shock and concern over the broken card's safety
923,My Non-Physical Card Will Not Work,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Cannot find a card that meets the requirements
924,Why Did The Disposable Virtual Card Which I Used To Pay A Gym Subscription Get Denied?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,pay a subscription for e.g. jogging
925,Why Is My Virtual Card Is Being Declined?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,reason or reasoned explanation for an action
926,Are There Restrictions For My Disposable Card Since It Does Not Seem To Be Working?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Ask questions about the use of something. a.
927,I Cannot Get My Virtual Card To Work.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Work is not complete in the virtual card slot.
928,I Was At The Store Earlier And My Virtual Card Didn'T Work. What'S The Solution For This Problem?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,help me solve my problem with this thing called money
929,My Disposable Virtual Card Will Not Work,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Useful to me but it's not working
930,I Cannot Use My Disposable Virtual Card.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use or lose it without authorization. iCard
931,Can I Make Multiple Online Transactions With My Virtual Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,nouns of grammatical form
932,Why Was My Virtual Card Declined When Attempting To Setup Automatic Billing?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Reasons that a virtual card might be declined
933,Why Doesn'T My Disposable Virtual Card Work?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,not good enough to be the reason it's failing
934,Why Can'T I Use My Virtual Card For Subscription Services?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Use the cards online instead of a real credit card
935,Why Isn'T My Virtual Card Working?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,reason why it stopped working on a virtual card
936,I Cannot Make Transactions With My Virtual Card.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,expresses ambiguity or frustration with the card
937,"For Some Reason, The Virtual Card Won'T Work For Me.",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express concern over the issue of the virtual card
938,My Disposable Virtual Card Has Been Rejected By The Merchant Earlier Today. What Should I Do?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Recharge the card online for it to work
939,How Can I Fix A Problem Where My Virtual Card Is Rejected?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,fix it up again so the card is accepted
940,My Virtual Card Isn'T Working. What Do I Do?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Help me figure out what to do! The site isn't working.
941,What Do I Do If My Virtual Card Won'T Work.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"None of the above choices.. """""""
942,Is There A Trick To Get The Disposable Virtual Card To Work?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express doubt that the trick will work or be of any relevance
943,Why Can'T I Get My Virtual Card To Work?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"express frustration with virtual credit cards online, which is the reason"
944,My Card Is Just Not Working At This Time.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,annoyance or irritation of the card's reader
945,My Disposable Card Seems Not To Be Working Am I Doing Something Wrong?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express concern about something happening with my money/card
946,My Payments From My Virtual Card Keep Getting Rejected.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Rejected e-commerce payment attempts
947,My Disposable Virtual Card Is Not Working When I Try To Use It At A Point Of Sale Transaction. What Do I Do Now?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express help or ask for advice and the merchant's help
948,My Transaction Was Just Declined When I Was Using My Disposable Virtual Card. What Can I Do?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,What can I do with my card? What did they deny me?
949,My Disposable Virtual Card Is Not Working,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,complain about the card not working in a
950,How Do I Get My Disposable Virtual Card To Work?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Work with a prepaid virtual card.
951,How Come My Disposable Virtual Card Used To Pay For A Gym Subscription Got Rejected?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,expresses confusion or disbelief
952,Payments From My Disposable Virtual Card Don'T Work,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Problem with credit cards and the payment system.
953,"My Disposable Virtual Card Was Rejected By The Merchant, Please Help?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,help me fix my disposable card problem please!
954,My Virtual Card Won'T Work.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use it on an internet site to purchase items
955,Tell Me Why My Virtual Disposable Card Won'T Work.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,give me an answer fast so I can get my money back
956,How Do You Determine Your Exchange Rates Because One Of Yours Was Off When I Got Cash,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,reclaim the wrong exchange rate and make it right
957,I Used The Atm Machine To Get Money Out For Holiday Shopping And Saw The Outrageous Charges. Why Is That? I Would Not Have Used The Atm If I Had Known!,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express surprise at the charges on the ATM machine
958,The Cash Withdrawal Exchange Rate Is Not Correct.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,misunderstanding of the exchange rate..
959,"Is There A Local Atm That Will Provide British Pounds, I Have No Money For My Homeward Journey And Do Not Feel Comfortable Waiting Until  I Arrive In Britain. Will A Withdrawal Involve Extra Charges?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask for cash to be provided for travel home
960,Can I Get A Description Of How To Use A Disposable Virtual Card,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"describe, utterance, card, use"
961,Can I Create A Disposable Virtual Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,cardholders' needs for anonymity and security
962,What Can You Tell Me About Getting A Virtual Disposable Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Obtain information from somebody without their knowledge.
963,I Would Like To Order A Disposable Virtual Card. How Can I Do This?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Buy online shopping card and pay at delivery store
964,How Do Vr Cards Work,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Describe it in a sentence or two
965,What Is A Disposable Virtual Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,description of the purpose of a disposable card
966,I Would Like A Temporary Virtual Card,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Apply for a virtual card online now.
967,How Do The Disposable Cards Work?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use them once and throw them away. They will break down into pieces
968,How Do I Use A Disposable Virtual Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,describe exactly what I mean.. how to use
969,Where'S The Best Place To Get A Disposable Virtual Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Get a disposable card somewhere. This may need further explanation
970,Can You Explain The Disposable Cards To Me?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,explain to me the disposable cards are a good idea
971,"Is There Anyway, I Can Get A Disposable Virtual Card?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,get a disposable virtual card online. <unk>
972,I Just Purchased A Disposable Virtual Card. Am I Able To Use It For Online Purchases Immediately?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Usefulness (as used in psychology)
973,How Secure Is A Disposable Virtual Card,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,security of personal data in disposable virtual cards is not guaranteed
974,What Do I Do To Get A Disposable Virtual Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"purchase something online and discard it as they did something illegal, irresponsible, and stupid"
975,I Want To Get A Disposable Virtual Card.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,purchase virtual card online or at the shop online
976,Can You Explain Disposable Cards?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,describe or explain an idea or concept using words
977,How Do I Get A Virtual Card For One Time Use,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,pay for something quickly with a payment card
978,May I Get A Disposable Virtual Card As Well?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Get a replacement virtual credit card. as well
979,Can I Get A Single Use Virtual Card,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,expresses the idea of only using the card once
980,I Would Like To Create A Disposable Virtual Card. How Do I Go About Doing That?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,"Finances and Business Finance. Specifically, a discussion of cashflow and working capital."
981,"I Have A Disposable Virtual Card Here, So Would You Tell Me What To Do With It?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,tell me what to do with it. i have a disposable virtual card here
982,How Does A Virtual Card Work,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,work for money and credit cards as well as make payments and deposits online
983,What Is The Process Of Obtaining A Disposable Virtual Card,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Request a virtual card number for testing purposes
984,What Does A Disposable Virtual Card Do?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Pay the rent or buy a meal at an eatery that uses disposable credit cards
985,When Can I Order A Disposable Virtual Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use online to create a card without using cds
986,Is It Possible To Also Get A Disposable Virtual Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,possible to also get a disposable virtual card
987,How Do I Obtain A Disposable Virtual Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Ask for help if you can't obtain the desired item
988,How Would You Use A Disposable Card?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,use as credit card when needed. discard and start new
989,"I Need A Disposable Virtual Card, How Do I Get One?",Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,ask a query or question. (informal)
990,How Do Disposable Cards Work?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,describe a process or mechanism in order to make it easier to understand
