,utterance,classes,prompt,EleutherAI/gpt-j-6B
796,i was charged for something i didn't expect,['expect '],"Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","Given the utterance: i was charged for something i didn't expect. What is the best fitting intent, if any, among the following: expect?, expect nothing?, and expect to?

There seems to be some disagreement on exactly which ""i"" is being modified by the preposition.
–
Jonas Kullberg-SomersbyJun 12 '12 at 17:22
Replied by Jonas K: @Jonass K, that depends on whether'me' is also modified or not. The sentence means: 'I was accused of something I didn’t expect'. If the sentence has two 'i's it means 'two things' where the two things are I and someone. This makes 'them' and 'us' the only possible referents. If there is only one 'im' then the's' can only be referring to 'expectations', so the meaning is 'the thing I was expected to do was...'
+1
I just had a look, in a Swedish lesson, to the verb ""bära"" (to bear) and its prepositions. Here are the options that you mention, but with some extra examples:
*I varburen (bear the accuser)
Expect to bear something?
Not an option, because it refers to expectations. ""Jag måste bäras till tingsrätten"" means ""I must take myself to court"".
""Jakten på jordlottarna har börjat"" does sound like ""The search for landlots has begun"". In this case, it would be wrong because they (the ""jordlotterierna"") have not borne anything. It would rather be: ""Eftersom jakt pÃ¥ landlotterna har inletts...""
So, as far as the original sentence goes, ""Bara ett par mÃ¶nster som gÃ­r i rÃºd och ro. Vi kanske kan komma lÃ ngere"", is better than the other two possibilities, which can be interpreted ""Only a few patterns that go round in circles. Perhaps we will be able to go much further""?
Another sentence that sounds good, though with a slight twist: I will bring/bring myself a glass of wine, is ""Vi kunde fÃ”ra lite vin med oss.""
The"
797,i purchased some makeup through a site in china and i was under the impression that when i make transfers there is no fee  why am i seeing this fee now?  i am not happy about this at all,"['seeing fee', 'seeing fee']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","seeing my money go away?

A:
""I have been given the wrong impression""
or
 ""I made a mistake"""
798,i got charged and extra fee when i transferred money so why was i charged?,"['transferred money', 'extra fee', 'charged money']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","What is your intended meaning?: If I were to ask this question: why were you charged an extra charge? what is an answer you would expect? What else is there here? If the above question had been asked with a question word and a negation: If you didn't get charged, why weren't you? then there would be no ambiguity. For that, the only possible intent is to find evidence of why you were charged. If it was your money that was transferred, and you then were not permitted to transfer it (perhaps because you exceeded your withdrawal limit), then an intent to understand how you got there becomes the natural one. But that is not the case here, it seems.
The reason you weren’t charged is that you asked for it - it‘s a bit of a chicken and egg situation to determine why or how."
799,can you explain the transfer fee to me?,"['explain fee', 'transfer fee', 'explain fee']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","Explain the fee or transfer Fee?

Given: I want to know the size of the table before I buy a chair. How many people were there? How much money did they pay for the chair? What do you mean by the price of a table? (This is a trick question; the real meaning is, 'Can you describe the shape of this table?'.)
What is your first impression: the number of people at the party, the amount of money spent on the chairs, or the cost of one? 
The first and third are the same, while the second is not the intended meaning.  If that were the only question, it may be possible to pick one of them arbitrarily, but if we were to continue the conversation, we'd probably say something like: 

 The amount they spent is too high. My friend says it is $100,000, when a regular table costs less than 10.
 What are you telling me when you say $10,900 is ""too high""? If 10, 9, 1, 0 are too low, then why can't $1000 be too large? I see nothing wrong with that. (I hope you understand the reference to $1,009: it's a reference from Star Wars! I couldn't resist...)   But the point is that we're talking about the exact quantity of something, and not about whether the value is high or low. It's not a transfer-of-value question. The answer to the question is only meaningful in context: what is it in the context in which the phrase is used. And there is no context that would give you the correct answer."
800,will salary be received through this?,['received salary'],"Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","received a salary, received the salary through (i.e. a receipt)?. In the last case, does the use of the word ""through"" make any difference for the intended interpretation, such that received (salary) through receipt makes clear that an exchange took place? 

A:

 Will salary received by me through the work of this person be
   received?
 Will you receive a sum of money you need through me? No, it will not.
 Can we pay for each other's work by using each others' services? We can."
801,how can i get paid in a different currency?,"['different currency', 'paid currency']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","(with an answer of currency exchange rate)

Given any utterances: i need an apple or an orange, how about a banana? and a pineapple, what type is it? or a pear what kind of fruit is that?
I can think of a possible answer:
If i have an intent of type need a fruit, with an uttering of i want an Apple, i can get an Intent as an entity for the intent. For the Entity, the question of intent is not yet asked for.
Is this way correct (correct me if i didn't get the point)?
My thoughts on the answer to your question
In this case, we need to know the name of the fruit in the language. The language name can be given in an Entity. If we have both name and type, then we can say: Entity type Fruit, Entity name Fruit 
and this leads us to the entity: Fruit
Now the problem with this answer is, is we know that the type and name are the same, so we could go for a more general entity name. A name like Apple or Orange or AppleOrOrange is a good idea. And this would bring the Intent with us. So the possible Entity with a question like i don't need any Fruit is: Apple and Orange
So, in this context i would say if there are 2 entities, for 2 different intents, it's better to have 2 Entities, one for each intent
Hope this answers to all the questions
Edit: The above example shows the case of one question/intent. But i was trying to cover the cases of multiple entities with one intent/question."
802,can i receive my salary in a currency other than what it is deposited in?,"['receive salary', 'currency other', 'deposited currency']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","I'm having the same confusion about this sentence. My interpretation is ""What is a 'better"" fit?"" And my answer is that 'other' in this case should be treated as a noun phrase, that is you could treat 'currency other' as the subject of a verb phrase ('i receive the currency deposited' or perhaps 'the currency is transferred to me', depending on the grammars you use), so that it fits in the VP (I receive) and not the Subject of the sentence: it's the first option in my opinion. However, I'm not a native speaker so I wanted to consult with native speakers before accepting my own interpretation.
Can you help explain if this is correct? Or is there a better interpretation to this question? Thanks.  
Edit. In response to @Brythan's comment, my question above is referring specifically to the meaning of this phrase ""can i..."". I know it refers to a specific verb ""receive"", but my initial question is about the overall grammatical structure of that sentence, not about how it relates to ""i can..."", i.e., what part is in fact the ""I"" in ""Can I..?"".  And @Alfred Centauri's interpretation fits better with the actual phrasing of my original question, so the answer I accept below does the job. Thanks!
(PS I've removed the word ""deposit"", because I have edited the title of question)  Thanks everyone!  (and thanks for the down-vote on my post!)
A.B. - Correct me if I get something wrong, but in general, the correct interpretation would depend on whether the verb was transitive or intransitive. The following is not correct if the action is intrinsic:
can I receive? -> the interpretation should use ""the subject as an object of receive, e.g., ""You can receive"" -> ""you could receive"". The above sentence would then mean ""Could I?"" -> Yes, in most contexts, you can. But this interpretation cannot be applied if there is an intrinsic verb: the second one can is more appropriate:  ""We can/could"" - the speaker cannot receive - it doesn't make sense to apply ""we as subjects could / could"" when"
803,can i get my salary through this?,"['get salary', 'get salary']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","get_salary? receive_a_payment? Get your salary is a very common utterances, but is it a common verb? Does it have a dedicated conjugation? How and to what meaning does it usually refer? 
I am trying to use a supervised learning approach to classify sentences using an N-gram model and I'm not entirely sure what to try using. Can I use any of the above listed verbs?
If i can't, is there anything I should look into to get a better idea of what kind of NLP is applicable to my task? For instance how do I deal with a sentence that doesn't contain the verb I want to look for.
For reference, these are the training dataset (a.k.a the data used to train the model) and the test dataset. If you are wondering how much accuracy I am getting, I've got a 95% accuracy on the 10 most similar sentences of each test sentence. I have around 40k training sentences.   (Note that the dataset is from a company internal corpus so the labels are different than usual (and may not be 100% accurate).)

A:
""Get"" is probably the easiest word to identify with. It is fairly common and can take an infinite number of forms. ""Get my paycheck"" would also be a good fit, as it shows ""receive"" and ""pay"" in combination."
804,how can someone send me money?,"['send money', 'send money']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","or transfer money?

A:
It seems like the verb is sending money - you are sending the money to someone. I can't think of ""transfer money"" with the intent to send someone money in any way.
You might be thinking of a bank transaction where the person receiving the funds gives you the address of someone else to receive the transaction (like Paypal does when you buy something on the web), where sending someone (the buyer) money is done by sending a transfer of money."
805,is there a problem with receiving my salary in gbp?,"['receiving salary', 'receiving salary']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","A:
dst_value = gb_to_dollars(dct_values, [], dst_currency_code, dst)
print(""The exchange rate is: ${:.3f} US$ to ${}$"".format(
   gd_rates['Eur-USD'], g_bases))
# The exchange ratio is 0.0017 USD to GBP
```
Here is an alternate solution using the [currency conversion](https://www.freecodecamp.com/learn/using-a-python-3-for-currency-conversion/) library.
import currency
c = currency.Currency('EUR')
src_rate = c.usd.rate(gd_prices['1y-E'])
gb_p = [gd['p_a'] for g in gp_dict_map.values()]
gbt_n = [[gd[""c_t""] for d in cd_list] for cd in cdo_df['currencyDescrip']].sum().astype(int) * 2
tot_amount = (tgt_dollar * gpb) - src_price
result = round(g_base * gbt * src * (src - 1) / (1 / c / src), 2)  # round the fraction to 2 decimals
currency.print(result, gdt_codes[gt['code']], c)`"
806,do i need to choose gbp to get my salary deposited properly?,"['choose ', 'deposited salary']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","Given the utterance: do i need to choose gbp to get my salary deposited properly?. What is the best fitting intent, if any, among the following: deposited salary choose?

The first three (of four) answers to your question seem to suggest it's an error, not a requirement.
If you were being paid in GBP, and you want your money deposited, then the answer to the question would be:
Deposited salary [choose gbpe] [withdraw gbps]
But, this is just one interpretation.  The word 'choosed' might have been used as a verb, or even as an adjective. It just looks like the first answer was not intended to be an actual sentence."
807,i get paid in gbp should i configure this and if so where?,"['configure ', 'configure ']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","Given the utterance: i get paid in gbp should i configure this and if so where?. What is the best fitting intent, if any, among the following: configure?, getpaid?. I'm thinking maybe get_paid but i'm not sure. Can anyone shed some light on this for me.

A:
dummy = german_bank(bank_account(get_payer_id, amount: 5, currency: ""gbp""), getter: 
""payer"")
p dummy.to_s"
808,is it possible for me to get money out in a different currency?,"['get money', 'different currency', 'get currency']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","I've heard 'currency' be referred to as 'denarii'. If that's the case, then it seems 'get money' should be an argument.
But the question is still valid: how do I find which are the most fitting arguments for a given question, and when a question could be answered by more than one thing? Are there rules of thumb for this? What am I misunderstanding about how the language of questions work? 
Or are questions really meant to be 'answered in whole sentences' rather than arguments? That is, is 'how do you get $200 out of US dollars?' not actually asking for an answer in the format of:
'$200 is worth $1,600'
but instead asks for:   'The easiest way to obtain $20 of money in dollars' with the intention of then going on and giving an example of how to go about it? The latter is more of a statement than a sentence, but what if I wanted to know about currency exchange rates? How do questions of those sort (and many more) actually work, linguistically? (As well as in reality, I suppose.)
Note, this is not a duplicate of 'What's a ""natural way"" to write the phrase ""I want to change US currency to a foreign currency""?' because that question has to deal with 'getting money'. This question simply asks about intent and the correct wordings. The other question deals with how language works. Asking about that is an entirely different question. (Not to mention that the other is specifically about 'changing' money, whereas here I wish to use the term 'foreign currency' only in cases of exchange, not 'transfering' to other currencies.)"
809,can i use this to receive my salary?,"['receive salary', 'receive salary']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?",", receive bonus? or pay salary/bonus?
What are the most common answers in my scenario? I am guessing, because there are some questions here in Stack Overflow like this:

I get paid weekly by my employer and I only get one week of salary. Do I have to report as income for the remaining days, in which I was paid, or can I just report my first week salary and not my last? (In most of the countries it does not make a difference as long as you do the math right. I'm a Brazilian)
How many times should one take their vacation? In my country, you can only take 2 weeks of vacation. If you work for 40 days/52 weeks/other number of weeks, then you take 20 weeks vacation every year. How many weeks could you have taken for each year of your job? Or in other ways of saying, will you get the salary for every 20th week? What about the people that work in a company where you are not getting weekly salary, are those people going to be paid in the same way as those who do get weekly pay, even though they don't? Do they still get pay for all weeks worked? That would be pretty odd.
Is the time you spend doing personal work a tax deductible expense or not? For example, a carpenter working on your house would only have taxes deducted from his paycheck for those days he was actually working in his shop/at home. Does that apply to freelancers too? Also, the amount he is paid is considered a salary right? Not hourly. Or if I go to a school and work on some books, I will have some time off so it's considered ""personal"" right, but I do that for my own education too, which is more like a selfless act of giving my time to myself to better myself. However, some people will pay some of these books to learn more, and it would not be a ""selfless"" act. 
And finally I would like to know how to pay my taxes to the State. My country has taxes which must be taken from your paycheck and the money given to you on that date for you to keep the taxes. Is this the case for everyone or does it depend on the number days the person is working? If someone works in 2 or 8 days a week"
810,my salary is received in the form of gbp do i need to do anything specific to configure this?,"['configure ', 'anything specific', 'configure gbp']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","I know the intent ""configure gbm"" should return ""do not have a valid bot"", since a gb is not a bot. But the fact that ""anything other than configuring gbb"" has a positive prediction score is somewhat of a problem.
In the same way, ""my salary comes in form"" and ""I am going to configur this"" both have high positive predictions. 
So my questions are:
- Does the above utterances have valid intents? If not, why not? How can I create new ints?   - Does this mean there is no way to create ""special"" intts (such as ""give me that thing"" or ""go there"")
Thank you!
EDIT: I've added the model I used to train the ggtt model, here it is: https://github.com/alexreisner/google_dialogue_tagger
Also, I have the original training data (which is a bunch of training utternces for each intent) here: here  (you might have to scroll down a bit to get to ggt)
This is my first question on StackOverflow so if I broke any rules, sorry and I hope to hear your comments
Alex
Update:  So I found some more examples of ""intents"" in dialogue data that have positive scores but I'm not sure what they mean. For example: ""Can you order me another sandwich?"". This is an utternce from the conversation model. Should it be treated as an intent as well? In this case I would like it to return an Intent of type 'order sandwich'.
Here is another one I don't quite understand: 'I would love the opportunity to visit your country'. As of now, this would return a dialog act of'statement' for which the probability is very high. Is this correct? I am not quite sure how we should deal with such intants in our models but any help would be greatly appreciated. Thank you. :)
update 2: so it looks as if in a certain intent we can have multiple utter nametags. Does that sound right? (the utterneses from each dialogue act is one name tag) For instance: We can say"
811,how do people send me money?,"['send money', 'send money']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","or pay/give money. 
And given the sentence: they pay people $7 per hour.

A:
I'd say ""Pay people,"" but ""pay money"" is certainly possible and ""send money"", depending on the context, is also possible. I don't think ""give people money,"" or ""receive money, "" make the most sense, but if I were asked what I thought and I'd said ""I think it's all about how much value is in the thing being sent or the person it is going to."" I could make ""money"" mean ""payment"" as well."
812,is gbp a supported currency?,"['supported currency', 'supported currency']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","Currency, or currencies?

The answer is yes for two reasons:
1.) Support doesn't have to imply a relationship to the currency itself (like USD). Support just means it supports another thing.
2.) Gbp is just the name of the monetary unit of Ghana, and it's not a currency on its own. That is, ""supported currency"" doesn’t mean ""currency"" is a synonym for ""gbp""!"
813,do i need to establish i am paid in gbp before a transfer?,['paid transfer'],"Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","paid exchange? pay for exchange.?

Given that it is more natural for ‘to pay’ than “pay for” for the transfer of money, what is this a „transfer of“?
The sentence may be read in different ways depending on the intended meaning. If the speaker intends ‑ as it may well be the case ‐ to ask whether something is possible for him, then the question is a request ‒ in this case a conditional request or a question of ‚can‘.
On the other hand, the sentence is not a real conditional sentence, and the reader may find the meaning of the entire sentence puzzling. In this sense † the intention of using the construction is unknown. The writer has failed to choose a suitable preposition.  In this sentence the word ’for‟ serves for many semantic roles. For example, it can introduce a verb. It can be used to convey a condition. ‡
A third option is that the writer uses the language of a market. He may try to communicate that a certain exchange or an exchange in general is in the offer. This means that he is trying to say ′if the currency is GBP I offer X exchange.‖ If you do this, you are actually expressing a wish as a statement of fact. You are communicating that what you intend to do if given GB£ is to exchange it for US$ at rate US$.
You can also use ‹pay› to mean ‣‹give‛. Your example has the same meaning here. However, •‮you could also convey that there is something wrong with the ”payment„. So when you use this word, there may exist many possible understandings from the text and it must be specified which is intended.  
This sentence can have four meanings. These can only be established by context. There is no single correct answer."
814,salary in gbp has been received does it need to be configured elsewhere?,['configured salary'],"Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","What does this entail? Do I need an external intent in order to achieve this? If there is a better fit for what I am trying to do then please let me know and help me out, and if not, please help out by explaining your reasoning. 
EDIT:
Thanks to @Kartik for this great solution. The above example was an oversimplification. I had to change my question to include the salary_receiver_id. So, the final result should look like this:   ""recipient"": {
  "".value"": ""salary.sent""
},
...
""context"" : ""The amount of salary has  been sent to  "",
 ""intents""  : [{
"".value"" = ""Reconcile_Payroll_Employees_To_Account"" }],
}
The original intent ""Salary Received"" is not needed.
A sample utter: ""I will send $1000 to John and the remaining is for Mary. ""
This is what the original utter looked like: I will receive $20,000 from John. the rest is $7,300 for my salary  Mary
I can only accept ""sent_sales"" but I want to make sure that both $2,700 and $600 is configured in another intent rather than just the one mentioned. It would still be a very good fit but it is also a possibility. In this case I would want John to receive his salary and Mary to have a different configuration  which I think can be achieved by using ""configured_salaries"" and ""has_configuration"".  I have updated my questions to reflect this. Thanks again  @kartiik
UPDATE: Thanks to Kartarik I was able to solve this issue. Here is my solution: It works fine for the example and it also works for most of the test data I gave it. There are a few cases where it failed. For that matter, all of them had ""John"" in them. Is there anything I could be doing wrong? My guess is it has something todo with having all 3 names in a row and that there will be more than one ""receive"" utter and more then one salary configuration (in my case both the $700 one"
815,how do i get my salary in the account?,"['get salary', 'get account']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","get pay?

How could i detect if ""i"" is my user's gender? I guess gender detection doesn't work on the given sentence.
The following words can be used in an utterances that don't fit with the intent: account account, salary salary, pay pay. So how should i handle them? (i can't put them on a blacklist to discard them)
Thanks in advance
Sebastian
PS: I used https://nlp.stanford.edu/data/sentiment/binary-tensorflow.txt (https://github.com/stanley-hsu/SentimentTensorFlow) as training set. However, this file doesn´t seem to contain my uttertsances: it seems to contains different kinds of utterants. I tried to use the original ones in https//nlptools.hud.ac.uk/resources/nlppro/datasets/ (but with a different training and testing set), but the training accuracy was not much better than chance. The training data contains only uttertances, and not the words. Should i modify them somehow? Or should I retrain on my own data? 
PPS The data is not publicly available, so I can´not show it.   If you want, i can put it on github. It is big. And i think it is public. (http://www.tudelft.nl/~tommi/files/corpora/en-en/)  I downloaded it using http://nltk.org/index.php?module=Download (in the downloaders sub-directories)  (en_us_stopwords.npy).
Update
Here is more information. Maybe it's better to ask in another forum. Anyway the issue of training a NER on an unseen language is a common one. See: https:​//​stats.stackexchange.​com/​questions/​1618/​is-there-a-good-corpus-for-chinese-text-tokenization-taggings/​
Anyway i am not able to get an accuracy much above chance with that data, which is probably the reason it doesn`t work with other data. Is there a way to"
816,what are the ways for others to transfer me money?,"['transfer money', 'transfer money']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","I have money. He/she can transfer them to me. She/he can send me a transfer of money from her/his account. How much money will the transfer? How can he/her transfer it? Why? What should they transfer to you?

We can answer these questions based on the two models of transfer and money, which include the concepts of sender and receiver (Figure 2.1). We can also combine these concepts with other ones such as amount (what does the money transfer amount) and time period (when is it possible to send the amount), which can help us answer some more questions.
In this chapter, we'll study the semantics, pragmatics, and the pragma-semantics of the phrase what (and how) in English, including its use in questions, requests, orders, offers, recommendations, instructions, suggestions, etc. We'll start by studying how this phrase, when used as an object of a verb, can express a specific or universal fact. Next we will discuss the different aspects of time and place in the context of transferring money and what. Then we go through a variety of other ways to talk about transfer or money in general. The final part of this section will be dedicated to how to express that certain actions can or cannot be taken with money by describing what can be done, what not, or what others can do with it. All this will make it easier to discuss what we do in different contexts. Let's start with the most common case: asking for transfer. There are different words to answer the question: How should he transfer the cash? We could ask about the type, the manner, where, how (or even when) etc… These questions can then be used to describe what is going to happen as a result of these transfers. If we ask, ""What are we going do if you transfer him money?"" we can start discussing what the others may want. ""Do you want me to take you with me?"" is a typical transfer-related question. Asking why can lead to discussion about what's being transferred or for what reason. These will bring us to the next section: money-as-a-purpose concept.

  * Transfer as specific fact
  	
What can we talk or ask to our friends and family about transfers of cash or monetary assets"
817,what different ways are there for someone to send me money?,"['send money', 'different ways', 'send money']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","send some money to? pay by different means?  

A:
There are a bunch of ways to answer this question but for the sake of keeping things simple, and in the interest of getting answers that address the actual intent of the user, I'm going to do a couple different things.  I think that the second method you listed, ""pay by other means,"" is best and would be the one I'd pick for a first guess if I was trying to match an intent to some text.
The first example, you mentioned, is probably most accurate."
818,what do i need to do to transfer my paycheck to my account?,"['transfer paycheck', 'transfer account']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","; transfer money from my bank to a new checking account; get money directly from an employer, without going through bank; I would like a transfer from checking to cash.

The best-matching intent is transfer to new account, and the correct slot is account. For example, suppose user A sends a message with intent: 'transfer money, to the new bank account' and user B sends the message 'I would lke to know what i can do about this'. Then B will receive the result 'what i wtil need for that transfer' as'money'.
However, the user might not use the exact intent you expected. That is, they might say things like: ""I want to change my credit card to another one"" or ""i want transfer that money to other bank"".
If you want the users of your bot to say ""do you need an account for this or not?"", try to add a slot to your model, so the bot can tell if the speaker has a specific account or if he wants something else:
'Do you have an existing account? [yes or no]' or 'do I have no account yet?'
In addition to 'intent slots', the API also exposes'slot values', which you can send as answers to intents. In this case, you'll be able to ask if they have money on some bank or their existing credit cards. 
Hope it helps!"
819,how can my friend send me money?,"['send money', 'send money']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","; send someone else’s money; or, send my own money.

Given an uttering of ‘The money is mine‘, what are the possible intents?
1: The money in question, is, or was, my money, so I send it to you? [A1]
2: I have sent you money before; so you send the money to me [B1, A2] (but not the opposite)
3: My own, and other”s, money are mine; and they are in my possession; I therefore send them to my friends, like a present [C1].
4: This particular money (not a particular one) that I own; the one with the label “my money“, I am willing to send [D1; a1-d2, B2]. In this case, it is not clear to whom the speaker is referring; this is a generic or universal statement, which doesn‟t narrow down „my„ to any particular item or money
5: None of these [i1], [ii1]: I don t send = I do not have‖ my‧own› [iii1]; or I‚do not‡have‛money to‰‹―send‭[iv1‥B3].
6: none of above [e, i1..iv3]."
820,can i directly transfer my salary onto here?,"['transfer salary', 'transfer salary']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","; pay me salary here; give me a salary. 
What is meant: if you don't have the right to transfer funds, can you pay money or a service, without it being illegal? In your example I would say ""pay my rent"" but you can't actually just ""give me some money, for now, until i can transfer it"".   What about other services: ""buy groceries"" or ""rent a movie from netflix""?. Is the intent ""i want you to pay (or provide) me (something)""?
I also assume that ""it"" in your last example is ""the movie, or the meal"" rather than ""my salary, which i don’t have a right of ownership to""

A:
“Transfer” is very specific. It is more like “pay‘ someone else what I already owe you. I might do this if I‚d already paid you for an‖unpleasant service and donʙ want to continue giving you money.
It„s unlikely that „directly‡ means ‚immediately‬ as there is no ‘payment․‰›between you and the bank‹and they might‽ need‏ a few‴ or―many ”‸‛days‌′ to‮process‭ your request."
821,can this be used to receive my salary?,"['receive salary', 'receive salary']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?",", have salary, be salary and pay salary
If there is a difference between the two, would it be better or worse for a speaker to use one over the other to make sure that people understand? (and if so, which?)

A:
The main difference is that'receive' means to accept something while 'pay' refers to monetary transfers. However, in this context, I doubt if there are people who would be offended in receiving a salary.
I suggest you use'salary' instead of 'have' when you intend to talk about monetary compensation for something or someone:  
Can this car be my company?
That car is my new salary for this year."
822,is it possible to deposit money in gbp?,"['deposit money', 'deposit money']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","(deposit money gb, depo money).

It is difficult to make a clear distinction between what may fall under the category of ""depositing money"" (for which it may be that there is no intent at all), and what falls under ""giving"" money. For the latter, the intent that I can see would be ""I donate money"".
In the case of an offer of a loan, where is ""the money""? Does it fall into ""money"" at the same time as it leaves me, or is there any delay in the money being the subject of the sentence?
My impression is that ""loan money/payment money is a fixed concept which doesn't depend on any kind of intent in this regard. In ""You should loan me your money"", ""should"" has the meaning ""would be appropriate"". But in ""Is it correct to loan money with interest to someone without knowing if they'll return it?"", ""knowing"" means having to ""assume"". If the person I give the loan to doesn’t pay it back, that would mean that the ""lender"" will have lost the opportunity to profit.
So, what is this ""intent-less"" concept of putting money ""in gdp"" and how can we express the action of loaning? If we can't, is putting ""GBP"" somewhere as a description of where the bank will deposit the interest the right approach, and if so, how to express it? What, then, about ""to gp""? Is it ""put money into gpgp"" or ""create a gg account at gpp""? 
And for a different approach to the problem, I have a very limited understanding of how the gpeaure is to be used. I assume it's to say where you will be using the funds, not necessarily (and possibly not?) where they will sit. Would it be possible, with a sentence similar to this:
""I will give you money to send to chile""
But the question is, would I want something like:   ""with chil"", since it seems to imply that they would actually send it to Chile. But then the context of who I am giving the gift to is missing. Or is my understanding completely off?  (or is English more like Chinese than"
823,i received my salary in gbp how do i change this to my currency?,"['change salary', 'change currency']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","In some situations, an utterment may be ambiguous or even syntactically ambiguous. For example, consider the sentence that begins i will call home tonight. The word home may, depending on its context, refer to a person, place, thing, or some other entity. Similarly, other common utterments are: I want to go home now. I like my car. How do you do? I’m sorry, I can‘t. This is an example of an “empty” utterances. Such an instance is not only an exception to the previously mentioned, however, it is also a very common occurrence. We often don‚Äôt understand why some utteration has been said; sometimes we are even unaware of whether such a statement is appropriate in a given situation. In the case of the examples provided above, ”empty utter‬ments“ are an especially common form.
To understand this concept better, we can turn to our native language. Most non-native speakers will agree that we understand the meanings of utter, as well as the grammatical roles these words play in uttering a specific sentence. However, this is only partly true. As we have learned, utter is used to convey a variety of meanings such as „act out„,‰‹speak›, and a number of other similar meanings. Moreover, in order to comprehend the meaning of ‚úutter‛, the interpreter must also understand which meaning is being conveyed. Consider, for instance, how a listener would interpret the sentences that begin You are welcome. You were very kind and thoughtful. He is a great doctor, He was always kind to me.‌‖ The speaker of these utterts is obviously conveying something to his listener that is different from the listener Ð s native, everyday usage of that word; however he does understand what is meant. If, on the other hand, he had said, For your information, my mother-in-law is dying, you would have had no idea what this sentence meant or that he is convecing something other than what would mean in everyday communication. It is because of this difference of usage that this word is considered to be ‘empty. A nonnative English speaker would"
824,how can my friend transfer money to me?,"['transfer money', 'transfer money']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","transfer funds? pay a bill? make a payment? send a cheque? give money as a gift?

Intent to transfer has a high degree of specificity; a degree that, in fact, is required. A degree such that it cannot be expressed in any other intent.
The same goes for ""make a donation"". But what of ""send money""? How can we express the intent in other words? Or for that matter, what about ""buy food""?
Can the question be put more broadly: what is a ""generic"" intent? And to what degree is it possible to express such thing in natural language? I am not referring to ""the"" generic intent; I mean a specific one in particular case. I guess there should be some theory for what the degree can be. 
For example, a transfer is, by definition, the ""move of money from the sender's account to the receiver's"", and it is therefore an action whose generic/specific intent is ""transfer funds"". So I can tell someone that I want to pay my rent by sending $50. The intent here is to move funds from my account into the landlord's. In some situations it may be the case that my landlord has already paid the debt by that stage. But a transaction is still possible. If he doesn't pay it, I'll call him to ask why and give him a new chance to perform that action, and if he does, then I move money into his account. Or I might not pay, since my $150 in rent is not that important for me. ""Send money"" is less specific; maybe I just wanted to show someone the receipt, or maybe a friend of mine wants to buy some stuff using money he sent me, but not necessarily to send something to a third party. And ""pay a debt"" means something entirely different, namely ""I want my friends to stop talking about me"". The degree to which ""give money/pay"" can serve as an intent seems to be ""almost none"". (It is quite the opposite of the verb ""ask"", which is more specific than ""offer"", or ""order"" or whatever. It is in the same league as ""write a will"".)
Another example is: I would like you to help me get a job. This is ambiguous, so it can hardly be a generic one"
825,can my friends send me money?,"['send money', 'send money']","Given the utterance: {}. What is the best fitting intent, if any, among the following: {}?","send? donate?

The answer is ""send"". 
There is no need to say ""the best-fitting"" or ""among"". These are both grammatically correct in this context but they are not necessary.
Sentences like ""which is best"" (or ""is the correct one of the above"" for example) can be considered as a bit of slang/jargon and are rather uncommon in written/spoken English."
